nohhold,nomem,inkhh,inknorm,inkrond,finsitu,inkeven,inkaank,inksec,loan1,loan2,loan3,ink25a,ink25b,ink25c,ecsit,zinvol,opzij,hoevopzy,opzij12,spaarm01,spaarm02,spaarm03,spaarm04,spaarm05,spaarm06,spaarm07,spaarm08,spaarm09,spaarm10,spaarm11,spaarm12,spaarm13,spaarm14,spaarm15,spaarm16,situat1,situat2,situat3,situat4,situat5,situat6,situat7,spaar1,spaar2,spaar3,spaar4,spaar5,spaar6,beschryf,toek01,toek02,toek03,toek04,toek05,toek06,toek07,toek08,toek09,toek10,toek11,toek12,uitgeven,plannen,periode1,bijhoud,potjes,pin1,pin2,chip1,chip2,autom,foon,intern,zon,her1,her2,her3,her4,baby,plan,uitspr,hhrela,beslis,geldh,geluk,kenltd,kenhh,kenink,kenopl,kenwerk,manuur,vrouwuur,kunde,advies,con01,con02,con03,con04,con05,con06,con07,con08,con09,con10,con11,con12,con13,con14,con15,con16,con17,con18,con19,con20,con21,con22,con23,con24,con25,con26,con27,con28,con29,con30,con31,con32,con33,con34,con35,con36,con37,con38,con39,con40,con41,con42,con43,con44,con45,con46,con47,con48,con49,con50,locus01,locus02,locus03,locus04,locus05,locus06,locus07,locus08,locus09,locus10,locus11,locus12,locus13,work01,work02,work03,work04,work05,work06,work07,work08,work09,jeugd1,jeugd2,jeugd3,jeugd4,jeugd5,jeugd6,jeugd1_x,jeugd2_x,jeugd3_x,jeugd4_x,jeugd5_x,jeugd6_x
50350,1,3,2,4,4,2, , ,-7,1,2,4,1,4,5,2,2, ,2,3,4,5,5,5,4,4,4,4,5,5,5,5,5,5,5,4,5,3,4,4,4,4,4,3,4,4,3,4,2,4,3,5,4,4,3,4,4,3,5,5,4,5,3,2,3,2,1,3,1,1,-9,-9,3,70,90,80,75,99,2, , , , , ,2,4,1,7,6,4,36,36,3,2,4,3,2,3,3,3,3,3,2,3,3,3,2,4,3,4,4,3,4,2,2,4,2,4,4,3,4,2,3,3,2,4,2,4,4,2,2,4,3,3,2,4,3,3,3,2,4,3,2,3,4,4,4,4,4,3,4,4,5,3,4,4,3,5,5,5,4,5,5,5,5,5,1,1,3,1,1,3, , , , , , 
50483,1,3,-9,2,2,2, , ,1,3,2,3,2, ,2,2,1,1,2,1,3,4,4,7,1,1,4,1,6,6,1,6,6,5,5,1,1,4,1,4,1,1,1,1,1,1,1,1,-7,5,5,4,7,7,1,1,1,1,1,1,1,7,4,3,3,2,1,3,2, ,2,-9,2,50,0,0,0,0,1,1,5,1, , ,2,10,2,-9,3,4,38,0,1,1,4,2,1,3,4,4,2,3,1,4,1,5,2,4,4,5,2,1,5,1,5,4,4,5,3,2,3,1,1,3,3,5,4,3,3,1,1,4,5,5,1,3,1,3,1,4,4,3,1,2,2,1,1,1,4,4,4,6,7,7,1,4,1,7,7,6,7,5,1,2,7,1, , , , , , , , , , , , 
50593,1,4,2,3,3,2, , ,-7,3,2,3,2, ,3,2,1,1,1,6,6,6,5,6,2,4,5,6,7,5,2,4,7,5,6,4,3,4,3,4,2,4,2,2,4,4,2,2,1,5,5,2,6,6,2,5,5,3,4,4,4,5,4,3,3,2,1,3,1,2,2,-9,3,50,100,100,10,80,1,1,3, , , ,2,5,2,-9,4,4,40,30,2,1,3,4,2,2,3,3,4,3,2,3,2,3,3,3,3,3,3,2,3,2,4,3,3,3,2,3,3,2,3,3,2,3,2,2,3,2,2,3,4,3,2,3,2,3,2,3,2,3,2,3,5,4,4,3,4,4,4,4,5,3,4,4,4,6,6,6,6,6,5,2,6,5,1,2,3,2,2,2, , , , , , 
50593,2,3,2,3,4,2, , ,2,3,2,2,2, ,3,1,1,1,1,5,6,5,6,7,4,4,6,6,7,5,2,4,7,4,5,3,4,4,4,5,3,4,4,3,3,4,2,2,-7,5,4,5,4,5,4,4,5,4,4,4,4,5,4,3,3,2,1,3,2, ,2,-9,2,20,0,50,0,50,1,1,3, , , ,2,5,3,-9,7,4,50,25,1,9,4,2,3,3,4,4,2,4,2,4,2,2,2,4,3,4,4,2,4,2,2,3,3,4,3,4,3,3,2,3,3,4,3,3,3,2,3,3,4,4,3,3,2,3,3,3,3,3,2,3,5,4,4,5,5,5,5,4,4,4,3,3,5,7,7,6,6,6,1,5,5,2,2,3,3,3,2,2, , , , , , 
50652,1,3,2,4,4,3, , ,2,2,2,4,1,4,2,1,1,2,1,5,5,6,4,6,1,2,3,6,6,6,1,5,5,5,5,4,4,4,4,4,4,7,1,6,4,4,4,4,-7,2,2,5,4,4,2,5,5,5,5,5,4,6,2,1,4,1,1,3,2, ,2,-9,3,50,75,75,0,100,1,1,3,1,3,1,2,13,2,8,6,5,40,25,2,4,3,1,1,1,4,4,2,4,1,4,3,1,1,4,3,4,4,2,4,1,4,4,4,4,5,3,3,2,2,3,2,3,1,1,3,2,2,4,4,4,1,2,3,4,2,4,3,4,1,3,7,5,5,5,6,4,2,2,2,4,2,2,4, , , , , , , , , , , , , , , , , , , , , 
50683,1,2,2,3,3,2, , ,-7,2,2,3,2, ,4,1,1,2,1,1,1,3,4,5,5,1,7,1,4,3,3,1,3,3,3,4,2,2,3,4,3,5,1,2,1,2,2,2,-7,1,1,4,4,5,1,1,1,2,4,5,4,4,5,1,1,1,1,4,2, ,-9,1,2,20,50,20,10,50,2, , , , , ,2,6,3,9,6,4,40,24,2,1,3,2,1,1,3,4,2,3,2,4,3,1,2,4,1,5,4,3,5,1,3,4,1,5,2,2,5,1,3,4,1,5,3,1,3,1,2,4,3,4,2,3,3,5,1,4,3,5,1,3,3,3,4,4,4,5,5,2,7,1,2,2,2,7,7,5,7,6,1,5,7,4, , , , , , ,3,2,2,2,2,3
50762,2,3,2,3,3,2, , ,-7,1,2,3,2, ,3,3,2, ,3,1,4,4,5,5,3,2,5,2,6,3,2,5,7,6,6,4,3,4,3,4,3,6,5,7,1,7,1,1,-7,3,3,5,5,5,3,6,4,2,3,5,4,4,3,1,3,1,1,4,2, ,-9,-9,4,30,80,80,5,100,1,-9,3,1,3,1,1,5,4,9,5,4,38,20,1,6,4,3,2,1,4,4,2,3,2,3,4,1,2,3,2,4,3,3,3,1,3,3,2,4,3,3,4,2,3,2,1,5,2,2,4,2,3,4,3,4,3,1,3,4,2,3,2,3,2,3,4,4,5,5,5,6,6,3,5,4,3,3,5,7,7,7,7,6,4,4,6,6, , , , , , ,1,2,4,3,1,2
50781,1,3,2,3,4,2, , ,-7,1,2,3,2, ,3,1,1,2,1,1,1,1,7,7,1,1,5,1,7,2,1,5,7,7,7,6,1,4,5,5,2,5,7,7,1,5,1,1,-7,5,5,2,3,5,5,6,4,5,3,2,2,5,3,1,3,1,1,4,1,1,2,-9,3,30,10,0,0,100,1,1,3,2,3,8,2,5,4,7,5,4,40,25,1,8,3,4,3,1,4,4,1,4,2,4,1,1,4,4,2,4,4,2,3,1,4,1,4,4,3,2,2,1,1,3,2,4,4,4,2,2,5,5,5,5,4,1,1,4,4,4,4,4,2,2,5,2,5,2,5,5,5,3,5,3,3,5,5,6,6,6,6,6,2,5,5,4, , , , , , ,1,5,2,3,1,1
50879,1,3,2,3,4,2, , ,1,1,2,3,2, ,3,3,2, ,-9,4,4,4,4,2,4,4,4,5,5,5,3,3,3,5,5,3,3,3,3,3,3,1,5,5,3,5,5,1,-7,4,3,4,4,4,4,4,4,4,4,4,4,4,4,1,3,1,1,1,2, ,-9,-9,-9,25,1,0,0,0,2, , ,2,3,3,3,5,2,-9,3,4,40,30,2,1,4,1,3,1,3,4,1,4,1,5,3,2,2,2,2,4,3,3,4,2,4,4,2,4,2,3,4,2,3,2,2,4,3,2,3,2,4,3,2,3,4,2,2,4,3,4,4,3,3,3,4,4,4,4,4,4,4,4,3,3,3,4,4,5,5,4,5,4,3,4,5,3, , , , , , , , , , , , 
50886,1,3,2,3,3,2, , ,2,2,2,3,2, ,2,2,2, ,2,3,3,3,3,3,3,3,5,3,5,4,3,4,4,4,3,3,4,4,4,3,3,3,3,3,3,3,3,3,-7,3,2,4,3,3,3,5,4,4,3,3,3,2,4,2,2,1,1,4,2, ,2,2,4,10,0,1,1,0,1,1,3, , , ,3,11,2,-9,4,4,40,40,1,1,3,2,2,4,3,3,3,3,2,3,2,4,4,4,3,4,3,2,3,1,4,4,2,4,4,2,3,4,3,3,3,4,3,3,4,4,3,3,2,3,3,3,2,3,2,3,2,3,4,3,4,4,4,2,3,4,4,4,3,4,4,4,4, , , , , , , , , , , , , , , , , , , , , 
50912,1,3,2,4,4,2, , ,-7,2,2,4,1,4,4,2,1,2,1,5,6,6,5,5,2,2,6,5,7,4,3,5,7,7,7,4,4,4,4,6,4,7,7,4,2,5,4,6,-7,5,5,3,3,5,3,5,5,3,4,2,4,7,3,1,3,3,1,3,1,1,2,4,4,90,75,0,0,100,1,1,3,2,5,1,1,5,3,8,4,4,40,24,2,8,1,4,3,3,4,5,3,3,2,4,5,1,2,4,2,5,5,3,5,3,4,3,3,4,4,4,4,2,3,3,2,4,1,2,4,2,2,5,3,5,1,3,4,4,3,4,2,4,2,4,5,5,5,3,5,6,4,3,7,4,4,5,1,7,7,7,7,7,2,2,4,6, , , , , , , , , , , , 
51162,1,-9,-9,2,1,2, , ,2,4,2,3,2, ,4,-9,1,3,2,2,1,1,6,6,6,3,7,1,6,1,5,1,7,6,5,5,4,4,4,4,3,5, , , , , , , ,3,3,3,3,5,5,5,5,3,3,4,5,5,2,1,4,2,1,4,1,3,-9,-9,4,30,80,70,40,90,2, , , , , ,2,4,1,3,7,4,40,36,1,8,4,1,4,1,4,4,1,5,1,5,3,1,2,5,2,4,4,2,5,2,3,4,3,4,3,2,4,1,3,4,2,5,2,2,4,2,2,4,2,4,2,5,4,4,1,4,2,5,2,3,5,5,6,3,6,6,6,3,6,4,2,2,2, , , , , , , , , , , , , , , , , , , , , 
51218,1,2,2,3,3,2, , ,1,1,2,4,2, ,4,2,1,3,2,1,1,1,5,5,1,2,4,1,4,1,1,1,3,3,3,4,3,3,4,4,3,5,5,1,2,4,3,2,-7,3,3,3,2,2,3,3,3,1,1,1,1,3,5,2,3,1,1,4,1,2,-9,-9,3,40,100,0,0,100,2, , , , , ,2,5,2,6,7,4,38,19,2,6,3,2,2,1,2,4,1,3,1,3,2,1,1,5,1,3,4,1,3,1,2,4,2,2,4,1,3,2,1,4,2,4,1,2,3,1,1,4,1,3,1,4,3,3,1,4,1,3,1,4,3,3,5,3,5,4,4,2,2,3,2,2,1,6,6,6,5,6,4,2,6,6,1,3,4,4,2,2, , , , , , 
51334,1,2,2,3,4,3, , ,-7,5,2,3,2, ,3,2,1,2,2,4,4,2,5,6,2,4,5,2,5,2,2,4,4,2,3,4,4,4,4,4,4,4,7,7,1,7,1,1,-7,1,1,6,6,5,1,2,2,5,5,5,6,5,4,2,3,1,1,4,2, ,2,-9,2,50,1,75,0,100,1,1,2,2,3,1,2,11,2,-9,4,4,50,25,2,1,4,3,1,1,4,4,2,4,1,4,2,3,1,3,3,3,4,3,4,2,1,3,3,3,3,2,4,3,3,1,3,4,1,1,4,3,1,3,2,3,1,1,3,3,2,4,4,3,1,1,2,6,1,1,6,6,6,2,6,2,1,1,1, , , , , , , , , , , , , , , ,1,5,1,4,1,1
51452,1,3,2,3,2,1,1,2,1,2,2,3,2, ,3,2,2, ,2,2,3,3,6,6,3,3,4,2,6,2,4,4,5,5,5,4,4,5,4,4,3,3,6,5,2,5,4,3,1,3,3,6,7,5,4,5,4,3,4,5,3,5,4,3,3,2,1,4,1,1,2,-9,3,60,70,70,0,90,1,1,4,2,1,2,4,6,4,8,6,4,45,24,2,2,2,4,2,4,4,4,4,4,2,3,2,2,3,4,5,4,3,2,3,1,4,4,5,4,1,1,2,2,3,4,4,4,3,2,2,2,3,4,4,3,3,4,4,4,4,4,4,3,5,4,3,3,6,4,4,5,5,4,2,4,5,5,5,3,4,2,4,5,6,7,6,3, , , , , , ,1,2,5,2,1,1
51452,2,4,2,3,3,1,1,2,-7,1,2,2,1,3,3,1,1,3,1,1,5,3,7,7,1,1,5,1,7,3,1,5,5,7,7,4,2,2,4,6,3,4,1,7,1,4,4,1,-7,1,4,7,7,4,1,4,3,3,1,5,1,5,3,2,1,2,1,4,2, ,-9,-9,4,0,50,0,0,100,1,1,3,1,3,1,1,6,4,9,6,4,40,20,1,6,4,3,3,1,5,5,1,5,1,5,4,1,1,5,1,5,4,4,5,1,4,5,2,5,3,2,5,1,1,4,1,5,3,5,5,1,1,5,5,5,2,2,2,5,2,4,3,4,2,5,6,3,6,5,5,6,6,2,5,4,4,3,1, , , , , , , , , , , , , , , ,2,5,1,3,1,1
51525,1,4,2,5,5,3, , ,2,2,2,5,2, ,3,1,1,3,1,1,1,5,5,5,2,1,7,1,5,5,4,1,6,5,5,6,5,2,6,3,6,7,6,2,2,4,2,2,1,5,2,4,2,4,7,7,5,6,6,6,6,6,2,1,4,1,2, ,2, ,-9,-9,3,50,5,90,65,99,2, , , , , ,2,8,2,7,3,4,32,20,2,2,2,1,4,2,4,4,2,3,2,5,3,1,4,3,3,4,3,3,3,2,4,4,3,4,3,1,4,3,3,4,2,3,3,1,3,2,4,4,4,4,4,2,4,4,2,3,4,4,2,5,5,5,5,6,6,6,6,2,6,6,4,3,2,6,6,7,6,7,7,2,6,7,1,4,4,1,2,3, , , , , , 
51643,1,4,2,4,3,2, , ,-7,2,2,3,1,4,3,4,2, ,4,1,6,3,6,5,5,3,5,1,6,4,3,3,6,6,3,4,4,4,4,4,4,5,4,5,3,4,2,2,-7,3,2,6,3,5,4,5,4,3,3,3,3,2,3,2,3,2,1,4,1,1,2,-9,4,30,90,50,10,99,1,1,1,1,3,1,2,5,3,-9,6,4,40,20,2,8,2,3,2,2,3,4,2,3,2,3,4,1,2,4,1,4,4,2,4,3,3,3,2,4,3,2,4,2,4,3,2,4,2,3,4,2,3,4,2,4,3,4,4,4,3,3,2,4,2,3,3,5,4,4,5,5,5,3,4,3,2,2,2,7,5,6,6,5,2,2,5,6, , , , , , ,1,1,4,4,3,4
51934,1,3,2,4,4,3, , ,2,3,2,4,2, ,3,3,1,3,2,3,5,1,3,5,1,1,3,3,4,1,1,4,4,3,2,3,3,3,3,4,3,4,7,4,2,6,3,3,-7,5,3,3,2,2,3,6,6,5,4,3,3,6,1,1,3,1,1,4,1,1,-9,-9,-9,50,90,90,0,100,1,1,3, , , ,2,12,2,8,4,4,40,38,2,3,3,3,2,2,3,4,3,4,2,3,1,1,1,3,3,4,4,3,4,1,3,4,2,4,4,3,3,4,2,3,3,4,2,3,3,2,2,3,2,4,3,3,3,4,3,4,4,4,2,3,3,3,3,3,5,3,5,4,5,5,4,1,1,6,5,6,6,5,3,4,4,5,4,5,1,4,4,3, , , , , , 
51952,1,3,2,4,4,2, , ,2,3,2,3,2, ,2,2,1,2,2,1,6,4,5,6,4,5,6,1,7,4,4,3,7,6,5,5,6,2,5,5,5,6,6,2,5,5,2,4,3,7,5,1,7,7,2,6,7,4,2,6,3,6,2,4,3,1,1,3,1,2,-9,-9,4,50,100,50,10,100,1,2,2,1,3,1,2,10,3,7,5,4,40,10,3,6,3,5,1,5,3,3,3,4,2,3,2,4,2,3,3,4,4,2,4,1,3,2,4,4,2,3,4,2,2,3,4,4,2,3,3,2,2,4,3,4,1,3,4,4,2,4,2,4,2,3,7,5,5,4,6,4,5,1,2,3,4,2,2, , , , , , , , , , , , , , , ,3,3,3,4,2,1
51952,2,3,2,5,4,3, , ,2,2,2,4,2, ,3,1,1,3,1,6,6,7,6,7,6,3,7,5,7,7,1,4,7,5,1,5,5,3,4,7,6,6,7,4,1,6,1,1,3,6,5,1,1,6,3,7,6,1,4,2,2,7,1,4,4,1,1,3,1,1,-9,-9,3,5,100,100,70,100,1,2,2,1,3,1,2,10,4,8,4,4,40,20,1,6,4,1,3,1,4,5,1,4,1,5,1,1,3,5,1,5,3,3,5,1,5,4,3,5,2,3,5,1,4,4,1,5,3,1,5,1,1,5,4,5,1,1,4,5,4,3,3,5,2,3,4,2,4,6,6,6,7,3,3,3,4,2,3, , , , , , , , , , , , , , , ,4,5,1,4,1,1
51960,1,3,2,3,3,1,1,2,-7,3,2,2,1,3,2,2,2, ,3,2,2,4,4,7,4,2,6,2,6,5,2,2,5,5,5,3,3,4,4,4,4,2,7,7,1,6,2,1,-7,2,3,4,5,4,3,5,4,4,4,4,4,5,4,1,5,2,1,2,1,1,-9,1,3,70,20,0,0,20,1,-9,3,2,5,1,2,10,2,7,2,4,36,0,2,6,2,2,2,4,4,4,3,3,3,4,2,4,3,3,2,4,4,3,2,5,4,2,4,4,4,4,2,2,3,3,4,4,2,4,2,2,3,3,5,4,3,2,2,4,3,4,4,4,2,2,2,2,4,3,5,5,4,3,4,5,4,3,4,4,4,5,5,4,1,3,6,5, , , , , , ,1,3,4,4,2,2
51960,2,3,2,3,4,2, , ,-7,5,2,3,2, ,-9,-9,2, ,-9,1,1,4,3,7,1,1,5,1,6,6,1,2,7,7,5,4,2,4,4,4,4,1,1,7,1,7,1,1,-9,1,1,6,3,5,3,1,2,4,6,3,3,5,5,4,2,2,1,4,1,1,2,-9,1,40,50,0,0,50,1,1,3,2,1,1,2,9,2,6,2,4,36,0,1,9,5,2,3,2,5,4,3,4,3,4,2,2,3,3,2,4,3,5,4,1,4,4,3,4,3,5,4,1,4,3,3,4,4,3,4,2,3,4,2,4,3,2,2,3,3,2,3,3,3,3,4,4,4,4,4,5,4,4,3,4,4,4,4, , , , , , , , , , , , , , , ,1,4,3,4,3,2
51979,2,4,2,4,4,3, , ,-7,1,2,4,2, ,4,2,1,3,1,4,4,5,6,6,2,4,5,3,6,5,3,2,6,6,6,6,5,3,5,5,5,5,5,1,1,5,4,5,2,5,6,2,1,6,4,6,5,3,3,2,1,6,1,3,5,1,1,4,1,3,-9,-9,4,5,85,25,10,99,2, , ,1,3,1,2,4,2,8,7,4,40,36,4,3,5,2,5,1,5,5,2,5,1,5,2,2,3,4,3,4,3,1,3,1,4,2,4,4,2,1,3,2,2,2,1,5,2,4,2,2,3,4,4,4,1,4,2,4,4,5,5,2,3,2,5,5,3,3,6,6,6,2,3,4,1,1,1,6,6,6,6,7,3,3,6,6, , , , , , , , , , , , 
51994,1,2,2,4,3,3, , ,-7,2,2,2,1,3,3,1,1,2,1,1,1,7,7,7,7,6,7,1,7,7,4,1,7,7,7,4,2,5,3,6,4,6,7,5,1,6,4,2,1,4,3,5,5,5,2,5,3,3,3,3,3,5,2,2,4,2,1,4,2, ,-9,-9,4,50,80,50,20,100,2, , , , , ,2,6,2,9,7,4,40,40,2,1,4,1,3,3,5,5,1,5,2,5,5,1,2,5,1,5,5,2,5,1,2,5,2,5,4,1,5,1,2,5,1,5,2,1,5,1,2,5,2,4,2,4,5,5,1,4,1,5,1,5,5,3,5,6,6,6,6,2,5,2,1,2,2,7,7,7,7,7,5,3,7,6, , , , , , ,1,5,3,2,1,1
52031,1,2,2,4,4,3, , ,-7,3,2,4,2, ,3,1,1,2,1,1,1,7,1,7,1,1,7,1,7,7,1,1,7,5,7,3,3,3,3,2,3,2,6,2,1,4,1,3,3,5,2,2,1,4,3,5,5,2,3,2,2,4,4,3,3,2,1,3,2, ,-9,-9,2,75,50,5,1,75,2, , , , , ,2,5,4,5,6,4,40,25,2,1,3,2,1,1,4,3,2,3,1,3,3,2,1,3,2,4,4,3,4,1,3,3,3,4,4,3,3,3,3,3,3,4,3,2,2,2,3,4,4,4,2,2,2,3,2,4,4,3,1,3,4,3,4,4,6,6,6,1,4,2,2,1,1,6,5,5,6,4,1,1,6,4,1,3,2,4,2,2, , , , , , 
52202,1,3,2,4,4,2, , ,1,1,2,4,2, ,4,1,1,2,1,3,4,4,5,6,4,3,7,3,6,5,5,6,6,6,4,4,2,5,4,4,3,6,6,4,1,5,3,4,3,5,3,4,3,5,4,5,4,2,4,4,4,5,5,3,4,1,1,4,1,2,-9,-9,4,40,90,20,5,95,1,1,3,1,3,1,1,6,4,9,6,4,40,24,2,6,3,2,1,1,4,4,2,3,1,4,3,1,1,5,1,5,4,1,4,1,2,5,3,4,5,2,4,2,2,5,2,5,1,1,4,1,1,5,3,5,1,2,4,4,1,4,3,4,1,5,3,3,5,6,6,6,6,2,5,2,1,2,1,7,6,6,6,6,3,2,6,6,1,2,5,2,3,4, , , , , , 
52202,2,3,2,3,4,2, , ,1,1,2,4,2, ,4,1,1,1,1,3,6,6,6,6,6,6,6,3,6,6,4,4,6,6,6,3,3,6,4,4,2,3,6,6,1,6,1,1,1,4,4,5,4,5,4,6,3,3,2,2,2,5,6,3,2,1,1,3,1,1,-9,-9,3,5,80,80,10,100,1,-9,2,1,3,1,1,6,4,-9,4,4,40,24,1,6,3,5,1,1,4,4,4,2,1,3,2,2,2,4,4,4,4,2,4,1,4,4,4,4,4,2,3,2,2,4,2,4,2,2,2,2,2,4,4,4,2,2,2,4,2,4,4,4,2,4,1,1,1,1,5,6,5,5,5,2,2,1,1,6,6,6,6,6,6,4,6,4,1,2,3,3,1,1, , , , , , 
52216,1,-9, ,3,2,2, , ,2,3,2,2,1,2,-9,-9,2, ,-9,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3, , , , , , , ,4,4,4,4,4,4,3,3,3,3,3,3,4,5,1,3,1,2, ,2, ,-9,-9,-9,0,0,0,0,0,1,-9,5,3,3,-9,3,7,4,-9,3,4,0,0,1,9,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,4, , , , , , ,4,4,2,3,2,2
52216,2,-9, ,4,4,2, , ,2,2,2,3,2, ,3,2,2, ,2,6,6,6,6,6,6,4,6,4,6,6,4,6,6,6,6,5,6,3,4,4,3,6, , , , , , , ,3,3,5,5,5,4,5,5,3,5,5,5,6,2,1,3,1,1,2,2, ,1,-9,-9,20,30,10,5,50,1,1,3,2,3,1,2,8,4,-9,5,4,32,32,1,2,4,2,4,2,4,3,3,4,2,4,2,2,4,3,3,4,3,4,3,2,4,4,2,4,2,4,3,2,4,2,4,4,4,3,3,2,3,3,2,4,4,2,2,3,3,4,4,3,3,3,6,5,6,5,5,5,5,3,3,4,3,4,4, , , , , , , , , , , , , , , ,3,2,4,3,2,3
52494,1,4,2,5,5,3, , ,2,1,2,5,1,5,4,1,1,3,1,1,1,7,6,6,2,5,5,1,7,5,3,2,5,6,6,5,5,3,6,5,5,5,5,2,1,5,4,5,3,5,6,3,6,6,5,6,6,2,3,3,3,5,1,2,5,1,1,4,1,2,-9,-9,4,60,80,20,0,100,2, , , , , ,2,8,2,8,5,4,40,20,4,2,5,1,4,1,4,5,1,5,1,5,2,1,2,4,4,4,4,2,4,1,2,4,5,4,4,4,2,2,2,3,2,5,1,4,2,1,1,5,4,4,1,2,4,4,2,4,5,4,2,3,5,6,6,3,6,6,6,2,5,6,2,2,2,7,7,7,7,7,5,3,5,6, , , , , , , , , , , , 
52510,1,1,2,3,3,2, , ,2,2,1,3,2, ,3,3,2, ,3,3,6,3,4,4,1,1,4,3,6,4,1,4,7,5,4,5,4,4,5,4,4,4,1,7,1,4,1,1,-7,4,1,5,4,4,4,5,4,3,4,4,4,6,4,1,5,1,1,3,1,1,2,-9,4,10,2,1,1,80,1,1,3,1,3,1,2,6,3,-9,2,4,40,30,2,1,3,1,1,3,5,5,2,4,1,4,2,2,1,3,2,4,4,2,4,1,2,4,2,4,4,3,3,2,2,3,2,4,1,2,5,1,1,4,3,4,1,1,3,3,2,4,2,3,1,3,5,4,4,3,6,5,5,4,2,4,4,5,4, , , , , , , , , , , , , , , ,4,2,2,2,3,3
52510,2,1,2,2,3,2, , ,2,4,1,3,2, ,3,4,2, ,3,2,5,3,2,5,1,1,2,2,5,2,1,5,5,5,5,3,3,6,3,5,2,2,6,7,1,6,3,1,-7,4,3,5,5,5,4,5,4,3,5,5,5,3,5,1,4,1,1,3,2, ,-9,-9,4,20,1,0,0,5,1,1,5,1,3,1,2,7,3,-9,2,4,36,20,1,1,5,1,3,2,4,4,1,4,1,5,1,4,4,1,3,4,2,3,3,1,4,4,2,4,2,3,2,2,3,3,2,4,3,2,2,4,3,3,5,4,1,1,1,3,1,4,4,3,3,3,5,3,5,2,5,3,5,6,4,6,6,5,2, , , , , , , , , , , , , , , ,2,5,2,4,4,4
52510,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,3,4,3,6,3,4,5,6,1,5,3,4,-7,5,6,4,3,4,4,5,3,3,3,3,3,5,4,2,4,1,1,2,2, ,-9,-9,2,40,1,1,1,30,2, , ,2, , ,2,4,3,2,2,4,40,32,2,5,3,3,2,2,4,4,3,3,2,4,3,2,2,4,2,4,4,2,4,2,2,3,2,4,4,2,3,2,2,3,2,4,2,2,3,2,2,3,2,4,2,2,4,3,2,4,3,3,2,3,5,3,3,3,5,5,5,4,3,3,3,4,3, , , , , , , , , ,1,5,4,3,1,2, , , , , , 
52510,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,2,2,2,4,2,6,6,7,1,1,1,1,-9,4,4,3,2,4,2,3,3,2,2,3,3,7,2,1,4,2,1,3,2, ,2,-9,2,50,50,50,50,99,2, , ,2, , ,2,2,1,2,2,4,40,40,1,1,2,3,1,3,4,3,2,5,1,3,2,2,1,4,2,3,4,4,4,1,3,2,2,4,2,3,4,2,3,3,2,4,1,2,4,1,1,3,3,3,2,2,2,3,1,2,3,2,1,3,4,3,4,3,4,5,5,3,6,3,2,3,3, , , , , , , , , ,1,5,1,3,1,1, , , , , , 
52752,1,3,2,4,4,3, , ,2,2,2,4,2, ,3,1,1,3,1,1,1,5,7,7,4,4,5,1,7,5,2,1,7,7,5,5,5,3,4,5,4,5,7,7,1,7,1,4,2,4,5,3,4,5,4,6,4,1,6,2,4,5,3,2,2,2,1,4,1,2,-9,-9,3,30,70,40,15,100,2, , , , , ,3,6,4,7,5,4,36,24,2,1,2,3,4,4,5,4,2,3,2,4,1,3,3,1,3,3,3,2,3,2,4,5,3,4,3,3,2,2,5,5,5,3,3,1,1,2,1,4,4,3,1,2,2,5,3,3,4,4,3,5,6,4,7,6,5,6,4,2,4,2,4,3,1,6,6,4,5,3,1,4,5,3, , , , , , ,1,4,3,4,2,1
52858,1,3,2,2,2,1,2, ,-7,2,2,2,2, ,2,2,2, ,3,4,6,4,4,6,4,4,6,5,5,5,1,6,6,6,5,4,2,4,4,4,2,2,6,7,2,7,2,2,-7,5,5,2,2,5,2,6,6,3,4,3,4,5,5,4,5,1,1,4,1,2,-9,2,4,35,80,40,0,80,1,1,3, , , ,2,13,1,9,6,2,20,20,1,4,3,2,3,1,4,4,2,4,1,3,1,1,4,4,2,4,2,2,3,1,4,4,3,4,2,2,3,1,3,3,2,3,3,2,4,1,2,4,3,3,3,4,3,3,3,4,4,3,3,3,4,5,5,4,5,5,5,4,4,4,3,2,2, , , , , , , , , , , , , , , , , , , , , 
52974,1,4,2,3,4,3, , ,-7,3,2,3,1,4,3,1,1,-9,1,1,7,6,6,4,6,1,6,1,7,6,1,6,7,7,7,4,4,4,4,7,4,7,4,4,4,4,4,4,-7,1,1,2,2,7,4,4,4,4,4,4,4,7,1,1,3,2,1,3,1,1,2,-9,4,40,100,0,0,100,1,-9,3,1,3,1,1,6,3,-9,5,4,40,28,1,6,4,5,1,1,4,5,1,3,1,5,3,1,1,1,1,5,4,1,4,1,1,4,2,5,2,1,4,1,1,3,1,5,1,4,4,1,1,4,4,5,1,1,1,4,1,4,3,5,1,5,4,4,4,4,4,4,4,4,4,4,4,4,4,7,7,6,7,6,3,1,6,6, , , , , , , , , , , , 
