nohhold,nomem,psy1,psy2,inkhh,inknorm,inkrond,finsitu,inkeven,inkaank,inksec,loan1,loan2,loan3,ink25a,ink25b,ink25c,ecsit,zinvol,opzij,hoevopzy,opzij12,spaarm01,spaarm02,spaarm03,spaarm04,spaarm05,spaarm06,spaarm07,spaarm08,spaarm09,spaarm10,spaarm11,spaarm12,spaarm13,spaarm14,spaarm15,spaarm16,stig01,stig02,stig03,stig04,stig05,stig06,stig07,stig08,stig09,stig10,stig11,stig12,stig13,stig14,stig15,stig16,stig17,stig18,stig19,stig20,stig21,situat1,situat2,situat3,situat4,situat5,situat6,situat7,spaar1,spaar2,spaar3,spaar4,spaar5,spaar6,beschryf,toek01,toek02,toek03,toek04,toek05,toek06,toek07,toek08,toek09,toek10,toek11,toek12,uitgeven,control,plannen,periode1,bijhoud,potjes,pin1,pin2,chip1,chip2,autom,foon,intern,zon,her1,her2,her3,her4,baby,plan,uitspr,hhrela,beslis,geldh,geluk,kenltd,kenhh,kenink,kenopl,kenwerk,manuur,vrouwuur,kunde,advies,con01,con02,con03,con04,con05,con06,con07,con08,con09,con10,con11,con12,con13,con14,con15,con16,con17,con18,con19,con20,con21,con22,con23,con24,con25,con26,con27,con28,con29,con30,con31,con32,con33,con34,con35,con36,con37,con38,con39,con40,con41,con42,con43,con44,con45,con46,con47,con48,con49,con50,locus01,locus02,locus03,locus04,locus05,locus06,locus07,locus08,locus09,locus10,locus11,locus12,locus13,work01,work02,work03,work04,work05,work06,work07,work08,work09,jeugd1,jeugd2,jeugd3,jeugd4,jeugd5,jeugd6
67008,1,1,1,4,2,2,3,2, , ,2,2,2,4,1,4,4,4,2, ,2,1,2,2,2,2,3,2,3,1,3,1,1,2,3,1,1,4,2,2,3,4,2,5,4,3,5,2,5,5,5,4,3,5,5,4,3,5,3,3,4,3,4,3,5,5,4,3,5,4,4,-7,3,4,4,3,3,3,4,4,4,4,3,4,2,4,5,1,1,1,1,2,1,1,2,2,5,70,100,100,30,100,1,1,3,1,3,1,1,7,3,8,6,4,36,14,1,6,5,1,3,3,4,4,1,3,3,4,4,1,3,4,2,4,4,2,2,2,3,4,2,4,4,2,4,1,3,5,1,4,3,2,3,3,2,5,2,3,2,3,4,4,4,3,3,4,2,5,3,4,7,4,6,5,5,5,2,5,5,5,2,7,5,7,7,6,7,3,3,6,2,4,5,3,4,4
67008,2,1,1,4,2,2,1,1,1,2,1,2,2,4,1,4,3,4,2, ,2,1,2,2,2,2,2,2,2,1,2,1,1,2,1,1,1,2,1,1,1,1,1,1,5,4,5,2,5,4,5,4,3,5,5,5,4,5,3,3,5,3,3,3,5,4,4,4,4,4,4,-7,3,2,5,5,5,4,3,4,4,4,3,4,3,4,6,1,1,1,1,3,2, ,2,4,2,60,30,10,0,70,1,1,3,1,3,1,1,6,4,7,5,4,36,16,2,6,5,4,3,4,4,4,2,4,3,4,4,2,3,4,2,4,3,1,4,3,3,5,2,4,4,2,4,2,3,4,2,3,3,1,4,2,3,5,2,4,4,4,4,4,4,3,2,4,2,4,4,4,7,4,6,6,6,5,3,6,6,6,2,7,5,7,6,6,7,3,2,6,2,5,1,3,2,2
67255,1,0,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,30,0,0,0,0,2, , ,2,3,1,2,4,2,8,6,4,40,25,2,6,3,4,3,2,5,5,2,4,1,5,4,1,3,3,2,5,3,3,3,1,4,4,3,5,4,3,3,2,4,5,1,5,3,1,3,1,3,5,3,5,4,2,4,5,3,5,3,4,3,5,4,4,4,4,4,4,3,3,5,4,4,3,5,4,2,6,6,5,1,5,7,5,1,1,5,2,4,4
67378,1,1,0,6,3,5,5,3, , ,-7,1,2,4,2, ,3,1,1,3,1,1,4,1,7,1,1,1,1,1,7,1,1,4,1,5,1,1,4,1,7,4,2,2,7,1,7,2,6,6,1,7,7,1,1,5,7,3,2,2,2,2,4,4,2,6,4,1,6,1,3,3,1,1,4,4,2,1,6,6,4,6,6,4,5,3,2,1,4,1,1,4,2, ,2,2,-9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
67721,1,1,0,4,2,3,2,1,1,2,-7,3,2,3,2, ,3,2,1,2,2,1,1,2,5,5,2,2,5,2,5,3,2,5,5,6,4,6,3,2,5,6,5,6,6,3,6,5,5,2,1,6,6,3,5,5,3,6,4,4,5,3,4,4,5,6,3,3,5,2,4,1,6,5,4,6,6,3,6,6,3,5,5,5,5, ,3,1,4,2,1,3,1,2,2,2,-9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
67721,2,1,0,4,2,3,4,1,1,3,-7,2,2,4,2, ,3,1,1,2,1,2,4,3,6,7,2,3,3,2,6,4,1,5,7,6,4,7,5,2,6,4,3,4,6,1,7,6,6,6,2,7,7,3,4,7,6,3,5,3,4,5,5,4,5,6,3,1,6,1,2,3,3,3,4,5,5,5,5,4,3,3,3,5,5,5,3,1,3,2,1,3,1,1,2,2,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
67780,1,1,1,2,1,1,1,1,2, ,2,1,1,1,2, ,4,4,2, ,4,6,5,7,3,5,2,5,5,5,4,6,1,4,7,5,7,3,5,5,6,5,4,5,5,3,7,3,5,7,5,3,5,6,2,7,7,5,4,6,7,7,6,5,5, , , , , , , ,4,5,6,3,5,4,4,4,5,6,4,5,7,1,7,2,1,1,1,2,1,1,2,-9,-9,2,3,3,2,0,1,1,1,3, , ,4,8,4,3,3,4,36,25,1,5,4,2,4,3,4,3,5,5,1,5,3,3,5,5,4,4,4,3,5,3,5,4,3,2,3,3,4,4,5,5,5,5,5,1,5,4,3,5,4,4,3,5,4,4,3,4,5,4,3,4,7,6,5,5,6,7,5,5,7,6,6,6,7, , , , , , , , , ,1,2,3,4,4,4
67780,2,0,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,3,7,5,4,3,4,3,7,4,3,7,5,3,5,3,4,7,7,5,7,2,7,2,5,3,5,3,3,7,5,5,4,1,4,5,6,4,5,6,4,5,6,7,4,4,7,3,7,3,1,1,1,1,1,1,2,3,3,10,10,5,3,7,2, , ,2, , ,2,2,3,1,3,2,40,40,3,5,5,3,5,4,5,4,5,5,3,4,4,3,4,4,5,4,4,3,5,3,5,4,4,2,3,4,5,3,3,4,4,5,4,1,5,4,3,5,4,3,3,4,4,3,4,4,3,4,3,3,7,6,6,6,6,5,7,6,5,6,5,6,7, , , , , , , , , ,2,3,1,4,1,1
67780,4,0,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,3,7,5,4,4,3,7,7,1,7,7,4,2,1,4,2,7,7,4,2,2,7,4,7,1,3,3,3,1,2,5,3,1,2,4,7,4,5,4,4,3,7,7,4,4,3,2,7,3,1,1,2, ,2, ,2,2,2,50,50,40,30,50,1,2,2,1, , ,2,8,2,4,6,1,40,40,3,1,5,3,5,5,5,5,2,5,3,5,5,3,4,4,3,3,4,4,5,3,5,4,3,3,3,3,4,4,3,4,4,5,4,2,4,3,3,5,4,3,3,4,3,4,3,4,4,4,3,4,7,7,7,5,7,7,5,5,6,6,6,7,6, , , , , , , , , ,1,1,5,4,4,4
68027,1,1,0,5,2,3,3,2, , ,-7,2,2,3,2, ,4,2,2, ,2,5,7,6,6,5,7,2,6,2,6,4,1,6,6,5,5,6,5,2,5,1,1,3,5,4,6,2,6,7,5,7,7,5,6,6,4,3,5,5,3,5,4,4,5,3,5,5,5,5,4,-7,2,2,4,1,5,2,5,5,3,5,4,5,5, ,2,2,2,1,1,3,2, ,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
68131,1,1,0,6,2,4,4,2, , ,-7,4,2,3,2, ,3,2,1,1,2,3,5,5,5,7,1,4,6,3,6,6,1,4,7,3,6,6,1,3,7,5,1,6,6,1,7,4,7,7,2,7,7,3,1,7,2,2,4,5,2,6,3,3,7,4,7,1,6,1,1,-7,5,5,2,4,6,4,5,5,2,4,2,5,5,7,2,4,4,2,1,2,2, ,2,2,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
68175,1,1,1,4,1,4,4,2, , ,-7,2,2,5,2, ,4,1,1,2,1,2,5,6,6,6,6,2,5,2,6,2,1,1,6,6,6,7,4,1,6,1,2,4,5,1,7,6,6,6,2,7,7,5,1,7,3,3,4,2,2,4,6,2,2,6,2,1,6,2,2,-7,3,3,5,6,4,2,6,4,5,5,5,5,5, ,2,2,3,2,1,4,1,1,2,2,5,70,80,40,20,100,2, , , , , ,1,4,2,7,6,4,36,36,2,1,3,4,2,2,3,4,3,4,2,3,4,1,2,4,1,5,5,2,5,1,2,4,2,4,4,2,5,1,4,4,2,5,2,2,4,1,1,4,3,4,1,2,2,4,1,4,3,5,2,4,5,3,3,2,6,4,6,6,2,2,6,4,1,7,6,7,7,7,7,3,7,4,4,1,2,1,1,2
68204,1,1,1,3,1,2,1,2, , ,1,4,2,3,2, ,4,3,1,1,2,7,7,7,6,5,7,1,7,7,7,7,5,7,7,7,7,7,7,5,7,7,7,7,6,7,7,1,7,7,1,7,5,7,1,7,7,7,1,5,7,1,5,1,3,1,7,1,7,1,1,-7,7,7,7,6,4,4,7,1,1,1,1,5,1,1,3,2,3,3,1,3,2, ,2,4,2,10,50,0,0,100,1,1,5,1, , ,3,4,2,4,5,1,40,40,2,1,5,3,3,1,5,5,3,4,1,5,3,2,5,5,1,5,3,1,4,5,5,3,1,5,1,5,5,1,5,4,2,5,4,3,5,4,5,5,4,4,5,4,5,5,5,3,2,4,5,5,7,5,7,4,7,6,7,7,3,7,5,5,7, , , , , , , , , ,1,2,1,2,2,2
68583,1,1,1,4,2,3,4,3, , ,-7,1,2,2,1,4,4,1,1,1,1,3,3,3,6,5,7,3,5,2,6,2,2,2,6,6,6,6,3,2,5,5,5,6,7,2,7,6,7,7,1,7,7,2,2,6,5,5,6,5,3,6,3,6,6,3,2,2,5,5,3,-9,6,5,2,5,3,6,6,5,6,2,3,3,6,6,2,3,2,1,1,3,1,1,2,2,-9,70,40,1,0,100,2, , , , , ,2,4,1,6,6,4,36,30,3,1,4,2,4,5,4,4,2,3,1,4,3,2,2,4,2,4,2,4,4,1,4,4,2,4,4,2,2,2,2,4,1,4,4,2,4,2,4,5,3,3,4,1,4,4,4,4,2,4,3,3,6,3,6,6,6,6,4,5,2,2,5,5,4,6,6,6,6,6,2,2,6,5,1,5,3,3,2,2
68672,1,1,1,5,2,4,3,2, , ,1,2,2,3,2, ,4,2,1,3,1,4,5,5,7,6,4,2,6,4,7,5,5,5,7,6,4,6,3,2,6,3,4,7,7,3,7,6,6,7,2,7,7,4,1,7,6,5,5,5,6,6,5,5,5,5,3,6,6,3,5,3,5,5,4,5,5,6,6,5,5,4,3,3,4,3,4,1,4,2,1,3,1,1,2,2,5,75,100,100,50,100,1,3,2,1,4,1,2,5,4,7,5,1,50,10,3,8,3,2,4,2,2,2,3,3,1,4,2,3,2,4,4,4,4,1,3,3,3,4,3,4,4,2,4,4,2,5,3,4,2,2,3,3,3,1,4,2,3,4,2,5,3,4,4,4,2,4,2,3,2,2,2,4,3,2,5,2,2,2,2,6,5,5,5,5,2,4,5,5,2,1,4,1,3,2
68724,1,1,1,6,2,4,4,2, , ,2,2,2,3,2, ,3,1,1,3,1,2,3,2,5,5,1,1,3,2,6,1,1,1,5,6,4,6,2,1,4,4,2,2,6,3,6,6,6,6,1,6,6,3,6,3,2,3,4,3,3,4,5,3,6,6,2,5,5,3,3,3,5,4,1,1,6,6,6,5,6,2,2,2,6,6,2,3,4,1,1,3,1,2,2,2,2,70,80,70,5,95,1,-9,1,2,3,1,2,10,2,8,6,5,0,10,2,4,2,4,2,2,4,4,2,4,2,4,2,2,2,4,2,3,4,2,4,2,2,4,3,3,3,2,4,3,2,4,2,4,2,2,3,3,2,4,3,3,2,2,3,4,2,4,2,3,2,4,4,5,3,3,6,5,4,2,6,5,5,4,2, , , , , , , , , ,3,4,3,3,3,3
68724,2,1,1,6,2,4,4,2, , ,2,2,2,3,2, ,3,1,1,3,1,2,4,2,6,6,1,1,6,2,6,1,1,2,6,6,6,6,1,1,4,5,3,6,6,2,6,6,6,4,1,6,6,2,2,6,3,5,4,4,4,4,4,4,7,6,5,2,6,4,2,1,6,5,2,1,5,6,6,5,2,2,6,6,6,2,2,3,4,1,1,3,1,1,2,2,2,75,95,75,5,95,1,1,1,1,2,1,2,10,2,8,5,4,0,20,3,4,3,3,3,1,4,5,2,3,2,4,2,2,2,3,2,4,4,2,4,1,2,3,2,4,4,4,4,2,2,3,2,4,2,3,3,2,2,3,2,4,2,2,4,4,2,4,2,4,2,3,3,2,2,2,6,3,4,3,5,4,4,4,4,6,6,5,6,4,6,6,6,2,1,4,1,4,3,3
68784,1,1,1,6,2,4,4,3, , ,2,2,2,4,2, ,2,2,1,2,1,4,1,4,4,4,2,4,5,2,5,5,1,2,5,5,5,6,3,2,5,5,2,5,6,1,5,5,4,7,1,4,5,2,2,4,6,6,5,5,2,5,5,5,5,5,2,1,5,3,4,3,5,4,3,2,4,5,5,5,3,3,3,2,5,5,2,3,4,1,1,3,2, ,2,2,-9,30,100,90,25,100,2, , , , , ,2,9,2,8,5,4,40,25,3,6,3,4,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,3,3,4,3,4,5,4,3,6,5,4,5,6,4,2,2,2,5,4,5,5,5,6,4,5,4,3,1,2,1,2,1
68817,1,1,0,5,2,4,4,2, , ,2,1,2,3,2, ,4,1,1,2,1,6,6,6,6,6,6,6,6,6,6,4,6,6,6,6,6,6,6,2,6,3,4,4,5,1,7,7,7,6,2,6,6,5,3,6,4,5,4,4,4,4,5,4,6,5,5,4,5,5,4,-7,5,4,3,3,5,4,5,5,4,5,4,4,5, ,4,1,4,1,1,4,2, ,2,3,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
68872,1,0,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,90,0,0,0,10,1,1,5, , , ,2,6,5,3,3,4,80,10,1,1,5,1,1,1,3,3,1,3,1,1,1,4,1,3,3,3,4,1,5,1,1,4,4,5,1,4,3,4,4,4,2,4,1,4,3,1,1,3,4,4,1,1,5,4,1,3,3,3,1,5,4,3,6,2,6,6,6,5,6,5,4,7,7, , , , , , , , , ,4,5,1,4,4,4
68941,1,0,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,50,20,5,2,90,2, , ,1,3,1,2,3,2,6,6,4,36,32,2,4,4,2,4,2,3,4,2,4,2,4,3,1,3,4,1,5,3,1,4,1,5,4,3,4,2,2,4,2,3,3,1,5,3,2,4,1,4,5,5,4,4,3,2,4,3,3,4,4,3,4,3,5,4,4,5,6,6,3,3,3,4,3,3, , , , , , , , , ,3,4,4,3,3,3
68958,1,1,1,4,2,3,1,1,2, ,2,2,2,3,2, ,4,3,2, ,4,1,4,4,3,4,4,1,2,1,4,3,1,1,7,4,3,2,2,1,2,4,1,1,4,4,7,1,6,1,1,4,4,4,1,1,1,7,1,1,7,1,4,1,7,1,7,1,7,1,1,-7,2,2,4,4,6,3,4,4,5,5,5,4,2, ,1,1,4,1,1,3,2, ,-9,2,-9,0,80,0,0,100,2, , ,1,3,2,2,7,3,-9,6,4,32,32,2,2,1,2,2,1,3,3,2,4,1,3,3,2,1,3,4,4,4,1,4,1,2,3,4,4,5,1,3,1,2,3,2,5,1,3,2,2,1,4,4,4,1,2,3,3,1,5,5,3,1,3,6,1,7,1,5,5,6,1,5,7,1,1,1,5,5,6,6,5,1,3,6,6,1,5,1,2,2,2
69081,1,1,1,5,2,4,4,3, , ,1,1,2,4,2, ,2,1,1,3,1,1,1,1,6,7,4,2,7,1,6,4,1,1,7,7,6,7,5,2,7,5,2,5,6,1,6,6,7,5,2,6,6,4,3,6,4,5,4,4,5,3,6,6,7,6,7,4,6,2,2,4,4,4,6,6,6,6,6,6,6,2,2,2,6,4,3,2,3,1,1,4,2, ,2,3,-9,10,100,10,5,80,2, , ,1,3,1,2,5,2,8,3,4,38,24,1,6,2,3,4,2,5,5,1,4,2,5,4,2,4,5,3,4,4,3,4,2,4,4,2,4,3,3,4,2,4,4,1,5,3,2,5,3,3,4,2,5,3,2,4,4,4,4,3,4,3,3,5,5,5,6,6,6,6,3,6,5,2,2,2,5,6,6,6,6,1,2,6,2,1,4,4,2,2,3
69200,1,1,1,4,2,3,4,3, , ,2,2,2,4,2, ,3,2,1,2,2,5,7,6,5,5,3,3,6,4,6,5,3,6,6,5,6,6,3,5,5,4,4,4,5,3,6,5,5,6,2,6,7,3,3,6,4,4,4,4,4,4,5,4,4,5,6,3,5,5,3,-7,5,4,4,4,5,4,4,4,3,4,4,4,6, ,4,1,3,2,1,4,1,2,2,2,5,20,80,20,10,90,1,3,3,2,3,1,2,5,3,5,5,4,40,32,2,6,3,4,3,3,5,5,4,3,2,3,3,3,3,3,3,3,2,3,3,3,4,4,4,4,2,3,3,3,3,3,3,4,4,4,3,3,3,3,3,3,3,2,2,4,3,3,3,3,3,3,4,4,5,3,4,4,5,3,3,4,3,4,4,6,6,6,4,5,2,6,3,3,4,4,1,3,3,3
69271,1,1,1,3,1,2,2,1,1,2,1,3,2,3,2, ,3,2,2, ,2,3,5,4,3,4,4,4,4,4,4,4,2,4,6,2,5,4,2,4,4,4,4,4,4,4,6,2,6,7,7,6,6,1,2,7,2,2,4,4,6,2,6,1,1,1,1,4,4,3,4,-7,4,2,5,4,3,2,4,4,3,5,2,5,6,4,3,4,4,3,1,1,2, ,2,5,2,45,10,0,0,50,1,1,3,2,1,1,2,4,4,5,3,4,40,20,2,1,2,5,1,3,3,5,3,3,1,5,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,4,3,4,5,4,3,4,2,4,4,2,3,3,3,3,3,3,3,4,1,5,4,4,4,6,5,5,4,1,6,6,4,7,3,1,4,7,3,4,3,3,4,1,2
69271,2,1,1,3,1,3,2,2, , ,2,3,2,3,2, ,3,2,2, ,2,3,4,4,3,3,4,5,4,3,3,4,4,5,4,3,4,4,3,3,4,4,5,5,3,3,4,5,4,5,4,4,4,3,4,4,3,3,3,4,3,4,3,4,3,3,4,4,3,5,4,-7,4,4,4,4,4,4,4,4,4,4,4,4,6,4,4,4,3,3,1,3,2, ,2,4,2,55,10,0,0,50,1,1,3,2,5,1,2,4,4,-9,4,4,40,20,2,1,1,1,3,3,3,3,1,3,1,3,3,2,2,3,2,4,3,2,4,1,3,3,3,5,3,2,3,2,3,3,3,4,3,4,5,2,3,4,2,5,3,2,3,4,3,3,2,3,3,3,2,4,4,1,4,5,4,6,6,4,4,4,1, , , , , , , , , ,4,2,4,1,2,1
69341,1,1,1,5,2,4,4,2, , ,2,2,2,3,2, ,4,2,2, ,2,1,1,6,3,5,3,6,6,1,5,6,4,2,6,3,3,5,4,2,4,2,1,3,5,1,6,6,6,7,1,5,6,3,1,6,5,6,4,5,2,5,4,5,6,5,4,5,4,4,5,3,4,5,3,3,6,4,5,4,3,2,3,2,5,4,2,4,3,2,1,1,2, ,-9,2,5,50,100,100,100,100,2, , , , , ,2,8,4,9,5,4,40,30,3,6,3,1,4,2,4,4,4,4,2,3,2,3,2,4,2,4,4,4,3,2,4,4,4,3,3,2,2,3,4,4,2,5,3,2,3,2,3,4,4,3,3,2,1,3,2,4,4,3,2,4,5,5,4,6,6,6,5,2,1,2,3,3,1,6,6,6,6,6,1,1,5,6,1,5,4,1,3,3
69380,1,1,1,3,2,3,2,3, , ,2,2,2,3,1,4,4,2,1,1,1,4,4,5,5,3,5,4,4,4,4,5,3,4,4,4,5,5,5,3,4,2,4,6,6,3,6,4,6,6,2,5,6,4,2,3,5,3,3,3,6,3,5,2,5,6,3,2,4,2,2,1,4,3,5,2,3,5,5,5,3,2,4,5,5,5,2,3,3,2,1,3,1,1,-9,5,5,50,20,5,2,80,2, , ,2,3,-9,2,3,4,7,5,4,28,32,2,1,3,4,3,2,4,3,3,4,3,4,3,2,2,4,1,4,3,3,4,2,3,3,2,4,2,4,3,2,3,3,4,4,3,3,4,2,3,4,3,4,4,4,3,4,3,2,2,3,3,3,6,4,4,5,5,5,2,2,3,2,2,4,2, , , , , , , , , ,1,3,3,3,4,3
69380,2,1,1,3,2,3,2,2, , ,2,3,2,3,1,4,4,2,1,1,1,4,4,5,5,2,5,5,5,4,5,5,2,4,5,6,6,5,5,3,5,3,5,5,6,4,5,4,5,5,2,6,6,4,2,3,4,2,2,2,5,2,3,2,4,5,5,4,5,2,2,1,3,3,5,5,2,4,5,4,2,2,2,5,4,5,2,3,3,1,1,3,2, ,-9,5,5,50,50,30,10,30,2, , ,2,3,-9,2,3,3,7,5,4,28,32,2,1,3,3,3,3,4,4,3,4,3,4,4,3,3,4,2,4,3,3,3,3,2,3,2,3,2,3,4,2,3,3,2,4,3,2,4,2,3,4,3,4,4,4,4,4,3,3,2,3,3,3,5,4,3,4,5,3,2,2,4,2,4,4,3,6,6,6,6,5,2,3,5,4,1,3,3,3,4,4
69555,2,1,1,4,1,2,3,2, , ,1,1,2,4,2, ,4,1,1,2,1,5,7,6,6,6,7,6,7,5,6,6,6,6,6,6,6,6,6,2,6,3,3,3,6,2,6,6,6,6,3,6,6,3,3,6,4,5,3,3,6,2,5,2,4,3,2,5,3,6,6,3,4,3,5,2,3,6,4,5,5,5,5,3,4,3,4,2,3,1,1,2,2, ,-9,5,5,65,80,55,20,5,1,1,3,2,4,1,2,5,4,7,6,4,50,15,2,6,4,2,3,2,4,4,2,4,2,4,4,2,2,3,3,4,4,2,4,2,4,3,3,3,4,3,4,2,3,4,4,4,2,2,4,2,2,4,2,4,2,3,4,4,2,3,2,4,2,4,6,3,5,3,6,6,6,2,5,5,5,2,6,6,6,6,6,6,6,3,6,6,1,1,3,2,2,2
69617,1,1,1,3,2,3,3,2, , ,-7,1,2,3,2, ,-9,1,1,1,1,1,1,7,7,4,1,4,4,1,7,7,4,1,7,7,1,7,4,1,7,4,1,1,7,1,7,7,7,4,1,7,7,4,1,7,4,4,4,3,4,4,4,4,2,5,1,1,5,1,4,4,7,7,1,1,1,1,7,7,1,7,1,4,6,7,1,1,4,2,1,2,2, ,-9,-9,2,60,100,10,10,100,2, , , , , ,1,8,1,-9,7,4,60,20,2,9,4,3,3,5,2,3,5,4,3,3,1,5,3,4,2,4,3,1,3,4,3,5,2,3,3,5,1,2,3,5,3,3,3,1,3,2,3,5,3,3,3,1,3,3,3,5,3,1,3,5,7,4,5,4,4,1,7,4,7,1,1,4,1, , , , , , , , , ,1,5,4,2,4,4
69714,1,1,1,5,2,2,3,2, , ,1,1,2,3,2, ,4,2,2, ,2,1,2,5,5,5,2,2,5,1,5,5,3,3,7,5,6,6,6,1,5,5,2,4,6,1,6,2,6,6,4,7,6,4,4,5,6,3,4,4,4,4,4,3,4,6,6,3,5,4,3,-7,7,5,3,5,5,4,5,4,2,5,3,3,4,4,5,1,3,1,1,4,1,1,2,2,-9,20,80,80,1,80,1,1,3,2,3,1,2,6,4,8,3,4,40,10,2,8,2,3,1,2,5,5,4,4,1,4,3,2,4,4,4,4,4,2,3,1,4,4,4,4,4,3,2,2,4,4,2,4,2,2,4,2,2,4,4,4,2,2,2,2,2,5,4,4,2,3,5,5,5,5,5,5,5,3,4,3,3,3,5,6,4,7,7,7,6,3,3,3,3,5,4,4,4,4
69714,2,1,1,5,2,2,3,2, , ,1,1,2,3,2, ,4,2,2, ,2,1,2,5,5,5,1,1,6,1,7,5,2,2,7,5,6,6,5,1,5,5,3,4,6,3,7,4,6,6,4,7,5,4,4,4,5,4,3,4,5,3,4,3,3,6,6,1,5,1,1,-7,5,4,1,1,5,3,5,3,3,5,3,3,3, ,5,1,3,1,1,4,1,1,2,2,-9,30,90,80,2,90,1,1,3,2,3,1,2,6,4,8,3,4,40,10,2,8,3,3,2,2,2,2,2,2,2,4,1,1,3,2,2,5,3,2,3,1,5,4,4,5,4,3,2,2,2,3,2,4,4,2,2,2,2,4,4,4,2,2,2,5,3,4,3,4,2,4,5,5,5,5,5,5,5,2,3,3,3,3,3, , , , , , , , , ,1,1,5,3,3,3
69742,1,1,1,2,1,2,1,1,2, ,-7,2,2,1,2, ,2,4,2, ,3,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,4,1,1,3,7,3,1,3,6,4,1,1,5,4,1,7,7,4,1,7,4,7,4,1,4,4,4,4,4, , , , , , , ,4,1,6,4,1,6,1,7,6,1,4,4,5, ,4,2,3,1,1,3,1,1,2,2,5,0,0,0,0,40,1,1,4,2, , ,2,8,5,-9,3,4,36,36,2,5,3,3,1,3,1,3,1,1,3,1,1,3,3,3,3,1,3,1,2,1,3,1,1,4,1,1,3,3,1,2,3,4,1,1,1,1,1,1,1,3,1,1,1,1,1,3,4,4,1,1,1,4,1,1,5,5,5,7,7,4,7,1,1,3,7,5,5,1,1,4,5,1,4,5,1,4,4,4
69793,1,1,1,1, ,3,3,2, , ,-7,2,2,3,2, ,4,1,1,1,1,1,4,6,7,7,3,6,5,1,7,5,2,4,7,3,6,6,3,1,6,2,1,1,7,1,7,6,6,6,1,6,7,3,2,6,7,4,2,1,6,1,4,1,3, , , , , , , ,2,2,6,3,3,1,6,2,5,6,2,2,6, ,2,1,3,1,1,3,2, ,2,2,5,65,21,7,0,87,1,1,3,1, , ,2,5,3,6,5,4,40,30,2,1,3,2,2,1,4,4,1,3,1,4,2,1,3,4,2,5,3,2,3,1,4,5,3,5,2,3,2,1,4,4,2,4,3,1,2,1,3,4,4,4,2,3,2,5,3,3,5,4,3,3,5,3,4,1,5,4,3,2,5,2,1,1,1, , , , , , , , , ,3,5,3,2,3,3
69826,1,1,1,5,2,5,5,3, , ,-7,1,2,4,1,4,4,1,1,4,1,1,1,5,5,5,6,6,6,1,7,7,1,6,7,7,7,7,7,2,7,5,1,7,7,1,7,7,7,7,1,7,7,1,1,7,1,1,7,7,1,7,3,7,7,7,1,1,7,1,1,3,7,7,1,1,1,5,7,7,1,7,1,1,7,7,1,3,5,1,1,4,2, ,2,2,-9,90,100,0,0,100,2, , ,1,4,2,2,4,2,5,7,1,48,36,3,6,5,1,5,1,5,5,1,5,1,5,1,1,1,5,1,5,2,1,1,1,5,5,5,5,2,2,3,1,1,5,1,5,4,1,1,1,1,5,5,5,3,5,3,5,3,5,5,5,4,5,7,7,4,6,7,2,2,5,2,2,3,7,1,7,7,7,7,7,1,4,7,7,1,2,2,2,1,1
