nohhold,nomem,gebjaar,geslacht,positie,oplzon,oplmet,belbezig,aantalhh,aantalki,sted,regio,prov,woonvorm,account,kostwin,partner,woning
53881,2,1976,2,2,3,3,1,4,2,2,1,28,3,0,0,1,2
53881,3,1999,1,5,2,8,6,4,2,2,1,28,3,0,0,1,2
53881,4,2004,1,5,8,8,13,4,2,2,1,28,3,0,0,1,2
54045,1,1954,1,1,5,5,1,5,3,4,3,20,3,1,1,1,1
54045,2,1961,2,2,3,3,7,5,3,4,3,20,3,0,0,1,1
54045,3,1992,1,5,3,2,6,5,3,4,3,20,3,0,0,1,1
54045,4,1992,1,5,3,2,6,5,3,4,3,20,3,0,0,1,1
54045,5,1994,2,5,2,2,6,5,3,4,3,20,3,0,0,1,1
54111,1,1957,1,1,7,4,1,1,0,1,2,28,1,1,1,0,2
54121,1,1957,1,1,6,6,1,4,2,5,4,23,3,1,1,1,1
54121,2,1962,2,2,6,6,1,4,2,5,4,23,3,0,0,1,1
54121,3,1990,1,5,3,2,12,4,2,5,4,23,3,0,0,1,1
54121,4,1992,2,5,3,2,13,4,2,5,4,23,3,0,0,1,1
54242,1,1963,1,1,7,7,1,2,0,1,1,28,2,1,1,1,2
54242,2,1960,1,3,7,7,7,2,0,1,1,28,2,0,0,1,2
54266,1,1932,1,1,7,7,8,1,0,3,2,26,1,1,1,0,2
54593,1,1981,2,3,5,5,1,2,0,4,5,31,2,1,0,1,1
54593,2,1977,1,1,5,5,1,2,0,4,5,31,2,0,1,1,1
54614,2,1979,2,1,6,6,1,1,0,4,4,24,1,1,1,0,2
54642,1,1975,1,1,5,5,1,4,2,4,4,23,3,0,1,1,2
54642,2,1979,2,2,5,5,1,4,2,4,4,23,3,1,0,1,2
54642,3,2004,2,5,8,8,13,4,2,4,4,23,3,0,0,1,2
54642,4,2005,1,5,8,8,13,4,2,4,4,23,3,0,0,1,2
54699,1,1964,2,3,7,6,1,5,3,2,2,27,3,0,0,1,1
54699,2,1966,1,1,6,6,1,5,3,2,2,27,3,1,1,1,1
54699,3,1994,2,5,4,2,13,5,3,2,2,27,3,0,0,1,1
54699,4,2001,1,5,2,8,13,5,3,2,2,27,3,0,0,1,1
54699,5,2005,2,5,8,8,13,5,3,2,2,27,3,0,0,1,1
54765,1,1974,1,1,6,6,1,1,0,1,1,28,1,1,1,0,2
54803,1,1944,2,2,5,5,9,2,0,5,3,21,2,1,0,1,2
54803,2,1945,1,1,3,3,9,2,0,5,3,21,2,0,1,1,2
55152,1,1949,1,1,3,3,1,1,0,1,1,28,1,1,1,0,2
55267,1,1946,2,1,3,2,9,1,0,4,4,25,1,1,1,0,2
55439,1,1943,1,1,6,6,8,2,0,5,5,31,2,1,1,1,2
55439,2,1944,2,2,3,3,7,2,0,5,5,31,2,0,0,1,2
55511,1,1978,1,1,7,7,1,2,0,4,1,28,2,1,0,1,1
55511,2,1979,2,2,7,7,1,2,0,4,1,28,2,0,1,1,1
55535,1,1951,1,1,4,4,1,4,2,1,1,27,3,1,1,1,2
55535,2,1984,1,5,3,3,6,4,2,1,1,27,3,0,0,1,2
55535,3,1988,1,5,3,3,6,4,2,1,1,27,3,0,0,1,2
55535,4,1953,2,2,9,9,7,4,2,1,1,27,3,0,0,1,2
55588,1,1981,2,1,6,6,3,1,0,2,5,30,1,1,1,0,2
55620,1,1933,2,1,4,4,7,1,0,3,5,30,1,1,1,0,1
55621,1,1975,1,1,6,3,1,1,0,3,5,30,1,1,1,0,2
55756,1,1947,2,1,6,6,1,1,0,2,4,25,1,1,1,0,1
55779,1,1942,1,1,3,3,8,2,0,1,1,27,2,0,1,1,1
55779,2,1944,2,2,7,7,1,2,0,1,1,27,2,1,0,1,1
55813,1,1969,1,1,6,4,1,2,0,1,1,28,2,1,1,1,2
55813,2,1979,2,3,7,7,6,2,0,1,1,28,2,0,0,1,2
55830,1,1973,2,2,6,6,7,5,3,4,5,31,3,1,0,1,1
55830,2,1972,1,1,5,5,1,5,3,4,5,31,3,0,1,1,1
55830,3,1998,1,5,2,8,13,5,3,4,5,31,3,0,0,1,1
55830,4,2000,1,5,2,8,13,5,3,4,5,31,3,0,0,1,1
55830,5,2002,1,5,8,8,13,5,3,4,5,31,3,0,0,1,1
55860,1,1975,2,3,5,5,1,4,2,3,2,28,3,1,0,1,1
55860,2,1974,1,1,6,6,1,4,2,3,2,28,3,0,1,1,1
55860,3,2001,2,5,2,8,13,4,2,3,2,28,3,0,0,1,1
55860,4,2005,2,5,8,8,13,4,2,3,2,28,3,0,0,1,1
55884,1,1977,1,1,5,5,1,3,1,4,4,24,3,1,1,1,1
55884,2,1975,2,2,5,5,1,3,1,4,4,24,3,0,0,1,1
55884,3,2004,2,5,8,8,13,3,1,4,4,24,3,0,0,1,1
56054,1,1975,1,1,5,5,1,3,1,3,2,29,3,0,1,1,1
56054,2,1978,2,2,5,5,3,3,1,3,2,29,3,1,0,1,1
56054,3,2005,2,5,8,8,13,3,1,3,2,29,3,0,0,1,1
56056,1,1946,1,1,3,3,1,3,1,1,3,20,3,1,1,1,1
56056,2,1951,2,2,3,3,3,3,1,1,3,20,3,0,0,1,1
56056,3,1978,1,5,9,3,12,3,1,1,3,20,3,0,0,1,1
56071,1,1981,2,1,7,4,6,1,0,2,5,31,1,1,1,0,2
56337,1,1944,1,1,3,3,8,2,0,3,4,25,2,1,1,1,1
56337,2,1948,2,2,3,2,11,2,0,3,4,25,2,0,0,1,1
56381,1,1953,1,1,3,3,1,4,2,1,1,28,3,1,1,1,1
56381,2,1967,2,2,6,6,1,4,2,1,1,28,3,0,0,1,1
56381,3,1997,1,5,2,8,13,4,2,1,1,28,3,0,0,1,1
56381,4,2000,1,5,8,8,13,4,2,1,1,28,3,0,0,1,1
56398,1,1946,1,1,3,3,1,2,0,4,2,28,2,1,1,1,2
56398,2,1958,2,2,3,3,1,2,0,4,2,28,2,0,0,1,2
56516,1,1966,1,1,5,5,1,1,0,5,2,28,1,1,1,0,1
56549,1,1949,2,1,6,6,1,2,0,2,4,23,2,1,1,1,2
56549,2,1958,2,2,6,6,10,2,0,2,4,23,2,0,0,1,2
56685,1,1978,1,1,5,5,1,6,4,5,3,22,3,0,1,1,1
56685,2,1979,2,2,4,4,7,6,4,5,3,22,3,1,0,1,1
56685,3,1997,1,5,2,8,6,6,4,5,3,22,3,0,0,1,1
56685,4,1999,2,5,2,8,6,6,4,5,3,22,3,0,0,1,1
56685,5,2001,1,5,2,8,6,6,4,5,3,22,3,0,0,1,1
56685,6,2003,2,5,8,8,13,6,4,5,3,22,3,0,0,1,1
56742,1,1961,1,1,3,3,1,1,0,3,5,30,1,1,1,0,1
56855,1,1955,1,1,7,3,1,5,3,2,2,27,3,1,1,1,1
56855,2,1957,2,2,3,3,1,5,3,2,2,27,3,0,0,1,1
56855,3,1985,2,5,3,2,6,5,3,2,2,27,3,0,0,1,1
56855,4,1986,1,5,3,3,1,5,3,2,2,27,3,0,0,1,1
56855,5,1988,1,5,4,2,6,5,3,2,2,27,3,0,0,1,1
56884,1,1973,1,1,5,5,1,3,1,1,1,28,3,1,1,1,1
56884,2,1973,2,2,7,6,1,3,1,1,1,28,3,0,0,1,1
56884,3,2006,2,5,8,8,13,3,1,1,1,28,3,0,0,1,1
56895,1,1972,2,1,5,9,1,2,0,1,1,28,2,1,1,1,2
56895,2,1972,1,3,9,9,1,2,0,1,1,28,2,0,0,1,2
56947,1,1948,2,2,3,3,1,2,0,1,1,28,2,1,0,1,1
56947,2,1945,1,1,3,3,1,2,0,1,1,28,2,0,1,1,1
56961,1,1945,2,1,7,7,8,1,0,5,2,26,1,1,1,0,1
57038,1,1954,2,1,5,5,7,4,3,4,2,27,4,1,1,0,1
57038,3,1987,2,5,5,5,6,4,3,4,2,27,4,0,0,0,1
57038,4,1990,1,5,3,3,6,4,3,4,2,27,4,0,0,0,1
57038,5,1992,2,5,2,2,6,4,3,4,2,27,4,0,0,0,1
57077,1,1961,2,2,3,3,1,3,1,3,4,25,3,1,0,1,1
57077,2,1959,1,1,3,3,1,3,1,3,4,25,3,0,1,1,1
57077,3,1987,2,5,3,3,1,3,1,3,4,25,3,0,0,1,1
57097,1,1974,2,2,6,6,1,3,1,5,2,29,3,1,0,1,1
57097,2,1969,1,1,3,3,1,3,1,5,2,29,3,0,1,1,1
57097,3,2006,2,5,8,8,13,3,1,5,2,29,3,0,0,1,1
57215,1,1958,1,1,5,5,1,4,2,1,1,28,3,1,1,1,2
57215,2,1956,2,2,5,5,12,4,2,1,1,28,3,0,0,1,2
57215,3,1982,1,5,6,4,1,4,2,1,1,28,3,0,0,1,2
57215,4,1984,1,5,5,5,1,4,2,1,1,28,3,0,0,1,2
57290,1,1951,2,1,6,6,1,1,0,1,2,28,1,1,1,0,2
57307,1,1960,1,1,3,3,9,4,2,4,4,23,3,0,1,1,1
57307,2,1961,2,2,3,3,7,4,2,4,4,23,3,1,0,1,1
57307,3,1988,2,5,6,4,6,4,2,4,4,23,3,0,0,1,1
57307,4,1991,1,5,5,2,6,4,2,4,4,23,3,0,0,1,1
57363,1,1928,2,1,8,8,8,1,0,2,5,30,1,1,1,0,1
57472,1,1971,2,1,7,7,1,1,0,1,2,26,1,1,1,0,2
57492,1,1935,2,1,5,5,11,1,0,2,4,23,1,1,1,0,2
57513,1,1948,1,1,3,3,2,4,2,5,3,20,3,1,1,1,1
57513,2,1947,2,2,3,3,7,4,2,5,3,20,3,0,0,1,1
57513,3,1978,1,5,3,3,9,4,2,5,3,20,3,0,0,1,1
57513,4,1981,2,5,5,5,5,4,2,5,3,20,3,0,0,1,1
57730,1,1979,2,3,6,6,1,4,2,5,2,27,3,1,0,1,1
57730,2,1976,1,1,6,3,1,4,2,5,2,27,3,0,1,1,1
57730,3,2005,2,5,8,8,13,4,2,5,2,27,3,0,0,1,1
57730,4,2005,2,5,8,8,13,4,2,5,2,27,3,0,0,1,1
57847,1,1982,1,5,7,7,6,3,1,1,1,28,3,1,1,1,2
57847,2,1949,1,1,3,3,8,3,1,1,1,28,3,0,0,1,2
57847,3,1950,2,2,3,3,7,3,1,1,1,28,3,0,0,1,2
57873,1,1948,1,1,6,3,8,2,0,1,1,28,2,1,1,1,2
57873,2,1954,2,2,3,3,7,2,0,1,1,28,2,0,0,1,2
58089,1,1947,1,1,3,3,1,2,0,4,2,28,2,1,1,1,1
58089,2,1948,2,2,3,3,1,2,0,4,2,28,2,0,0,1,1
58345,1,1980,2,3,6,6,1,2,0,4,5,31,2,0,1,1,2
58345,2,1973,1,1,5,5,1,2,0,4,5,31,2,1,0,1,2
58440,1,1981,1,1,5,5,1,4,1,5,5,31,5,1,1,1,1
58440,2,1980,2,2,5,5,1,4,1,5,5,31,5,0,0,1,1
58440,3,1983,2,7,6, ,12,4,1,5,5,31,5,0,0,1,1
58440,4,2004,2,5,8,8,13,4,1,5,5,31,5,0,0,1,1
58559,1,1971,2,2,5,5,1,4,2,5,4,25,3,1,0,1,1
58559,2,1971,1,1,5,5,1,4,2,5,4,25,3,0,1,1,1
58559,3,1996,2,5,2,8,13,4,2,5,4,25,3,0,0,1,1
58559,4,1999,2,5,2,8,13,4,2,5,4,25,3,0,0,1,1
58600,1,1976,2,1,6,6,1,1,0,2,4,25,1,1,1,0,2
58639,1,1967,1,1,5,5,1,1,0,2,5,30,1,1,1,0,2
58704,1,1947,1,1,3,3,9,2,0,4,3,20,2,0,1,1,1
58704,2,1947,2,2,3,3,1,2,0,4,3,20,2,1,0,1,1
58709,1,1942,1,1,6,6,8,2,0,4,2,28,2,1,1,1,1
58709,2,1946,2,2,3,3,3,2,0,4,2,28,2,0,0,1,1
58715,1,1948,1,1,4,4,1,1,0,5,3,22,1,1,1,0,1
58767,1,1954,1,1,3,3,1,2,0,4,4,23,2,0,1,1,1
58767,2,1956,2,2,3,3,1,2,0,4,4,23,2,1,0,1,1
58771,1,1974,2,1,3,3,1,1,0,1,2,28,1,1,1,0,2
58868,1,1970,2,2,6,6,1,4,2,2,4,23,3,0,1,1,1
58868,2,1967,1,1,6,6,1,4,2,2,4,23,3,1,0,1,1
58868,3,1997,2,5,2,8,6,4,2,2,4,23,3,0,0,1,1
58868,4,2000,1,5,2,8,6,4,2,2,4,23,3,0,0,1,1
58925,1,1977,1,3,6,6,1,2,0,2,5,31,2,1,0,1,2
58925,2,1979,2,1,7,7,1,2,0,2,5,31,2,0,1,1,2
59153,1,1976,2,1,5,5,1,1,0,2,2,27,1,1,1,0,1
59196,1,1965,1,1,5,5,1,1,0,2,5,31,1,1,1,0,2
59274,1,1946,1,1,3,3,9,1,0,2,5,30,1,1,1,0,1
59456,1,1947,2,1,6,6,3,1,0,2,2,27,1,1,1,0,1
59499,1,1977,2,1,5,5,1,1,0,2,2,27,1,1,1,0,2
59562,1,1972,2,2,5,5,7,4,2,2,5,30,3,1,0,1,1
59562,2,1970,1,1,5,5,1,4,2,2,5,30,3,0,1,1,1
59562,3,1998,1,5,2,8,6,4,2,2,5,30,3,0,0,1,1
59562,4,2002,1,5,2,8,6,4,2,2,5,30,3,0,0,1,1
59689,1,1977,1,1,3,3,1,2,0,1,2,26,2,0,1,1,1
59689,2,1983,2,3,6,6,1,2,0,1,2,26,2,1,0,1,1
59810,1,1964,1,1,5,5,3,5,3,3,5,30,3,0,1,1,1
59810,2,1964,2,2,3,3,1,5,3,3,5,30,3,1,0,1,1
59810,3,1983,1,5,5,3,1,5,3,3,5,30,3,0,0,1,1
59810,4,1988,1,5,3,2,6,5,3,3,5,30,3,0,0,1,1
59810,5,1991,2,5,3,2,6,5,3,3,5,30,3,0,0,1,1
59977,1,1973,2,1,7,7,1,1,0,2,1,28,1,1,1,0,2
60084,1,1975,2,2,6,6,1,3,1,3,5,30,3,1,0,1,1
60084,2,1969,1,1,3,3,1,3,1,3,5,30,3,0,1,1,1
60084,3,2004,2,5,8,8,13,3,1,3,5,30,3,0,0,1,1
60166,1,1977,1,1,5,5,1,1,0,3,1,27,1,1,1,0,2
60322,1,1977,2,1,4,2,1,2,1,3,2,28,4,1,1,0,2
60322,2,2000,2,5,2,8,13,2,1,3,2,28,4,0,0,0,2
60379,1,1971,1,1,5,5,1,1,0,2,5,30,1,1,1,0,2
60386,1,1983,2,1,5,5,2,2,0,5,4,25,5,1,0,0,2
60386,2,1981,1,6,2,2,1,2,0,5,4,25,5,0,1,0,2
60427,1,1971,2,1,6,6,1,2,0,1,1,27,2,1,1,1,1
60427,3,1976,1,3,7,4,1,2,0,1,1,27,2,0,0,1,1
60436,1,1975,1,1,7,7,1,1,0,2,4,25,1,1,1,0,1
60484,1,1944,1,1,4,4,8,3,0,5,3,22,5,1,1,1,1
60484,2,1947,2,3,7,7,7,3,0,5,3,22,5,0,0,1,1
60484,3,1921,2,4,4,4,8,3,0,5,3,22,5,0,0,1,1
60652,1,1962,1,1,6,6,1,2,0,2,5,31,2,0,1,1,1
60652,2,1971,2,3,6,6,1,2,0,2,5,31,2,1,0,1,1
60764,1,1974,1,1,5,5,1,1,0,4,4,25,1,1,1,0,1
60776,1,1942,2,1,3,3,7,1,0,2,5,31,1,1,1,0,1
60852,1,1974,2,1,5,4,1,1,0,1,2,27,1,1,1,0,2
61153,1,1957,1,1,7,7,4,1,0,3,5,30,1,1,1,0,1
61224,1,1942,2,1,3,3,11,1,0,1,1,28,1,1,1,0,2
61441,1,1955,1,2,3,3,1,2,0,1,1,27,2,1,0,1,1
61441,2,1971,2,1,4,4,1,2,0,1,1,27,2,0,1,1,1
61514,1,1980,1,1,6,5,1,1,0,3,4,25,1,1,1,0,2
61847,1,1973,1,1,5,5,1,6,4,5,5,30,3,0,1,1,2
61847,2,1976,2,2,5,5,1,6,4,5,5,30,3,1,0,1,2
61847,3,2000,1,5,9,8,6,6,4,5,5,30,3,0,0,1,2
61847,4,2002,1,5,9,8,13,6,4,5,5,30,3,0,0,1,2
61847,5,2003,1,5,8,8,13,6,4,5,5,30,3,0,0,1,2
61847,6,2003,1,5,8,8,13,6,4,5,5,30,3,0,0,1,2
61908,1,1976,1,1,5,5,4,3,1,3,5,30,3,1,1,1,2
61908,2,1981,2,2,3,3,1,3,1,3,5,30,3,0,0,1,2
61908,3,2003,1,5,8,8,13,3,1,3,5,30,3,0,0,1,2
62135,1,1970,1,1,6,5,1,4,2,3,3,21,3,0,1,1,1
62135,2,1977,2,2,5,5,7,4,2,3,3,21,3,1,0,1,1
62135,3,2001,2,5,2,8,13,4,2,3,3,21,3,0,0,1,1
62135,4,2003,1,5,8,8,13,4,2,3,3,21,3,0,0,1,1
62178,2,1960,2,1,4,4,7,5,4,5,2,28,4,1,1,0,1
62178,3,1987,1,5,3,3,1,5,4,5,2,28,4,0,0,0,1
62178,4,1990,1,5,3,2,6,5,4,5,2,28,4,0,0,0,1
62178,5,1993,1,5,3,2,6,5,4,5,2,28,4,0,0,0,1
62178,6,1995,2,5,2,8,6,5,4,5,2,28,4,0,0,0,1
62335,1,1974,1,1,6,5,1,3,1,3,4,25,3,1,1,1,1
62335,2,1978,2,2,5,5,3,3,1,3,4,25,3,0,0,1,1
62335,3,2005,2,5,8,8,13,3,1,3,4,25,3,0,0,1,1
62353,1,1938,1,1,4,4,7,2,0,2,2,28,2,1,1,1,1
62353,2,1946,2,2,3,3,1,2,0,2,2,28,2,0,0,1,1
62413,1,1979,2,1,6,6,1,1,0,2,5,30,1,1,1,0,2
62662,1,1935,1,1,4,3,8,2,0,4,5,31,2,1,1,1,1
62662,2,1937,2,2,3,3,8,2,0,4,5,31,2,0,0,1,1
62891,1,1952,1,1,3,3,1,2,0,4,2,26,2,1,1,1,1
62891,2,1953,2,2,3,3,1,2,0,4,2,26,2,0,0,1,1
62897,1,1936,2,1,6,6,8,1,0,4,4,25,1,1,1,0,1
63111,1,1953,1,1,3,3,1,2,0,2,2,28,2,0,1,1,2
63111,2,1960,2,2,3,3,7,2,0,2,2,28,2,1,0,1,2
63117,1,1935,2,2,3,3,7,2,0,3,1,28,2,1,0,1,1
63117,2,1926,1,1,3,3,8,2,0,3,1,28,2,0,1,1,1
63268,1,1946,1,1,7,7,3,2,0,5,4,23,2,1,1,1,2
63268,2,1947,2,2,6,6,7,2,0,5,4,23,2,0,0,1,2
63291,3,1981,2,1,6,6,5,1,0,1,3,20,1,1,1,0,2
63305,1,1975,2,1,6,6,1,1,0,5,2,27,1,1,1,0,2
63400,1,1934,1,1,7,7,8,2,0,4,5,31,2,1,1,1,1
63400,2,1939,2,2,3,3,7,2,0,4,5,31,2,0,0,1,1
63530,1,1956,1,1,6,6,1,2,0,4,5,31,2,0,1,1,1
63530,2,1956,2,2,5,5,1,2,0,4,5,31,2,1,0,1,1
63720,1,1977,1,1,5,5,3,4,2,2,5,30,3,1,1,1,1
63720,2,1980,2,2,5,5,7,4,2,2,5,30,3,0,0,1,1
63720,3,2003,1,5,8,8,13,4,2,2,5,30,3,0,0,1,1
63720,4,2005,2,5,8,8,13,4,2,2,5,30,3,0,0,1,1
63726,1,1955,1,1,6,6,1,2,0,5,5,30,2,0,1,1,1
63726,2,1959,2,2,3,3,1,2,0,5,5,30,2,1,0,1,1
63848,1,1939,2,1,3,3,7,1,0,3,2,26,1,1,1,0,2
63863,1,1952,1,1,4,4,1,2,0,2,1,27,2,1,1,1,1
63863,2,1953,2,2,3,2,7,2,0,2,1,27,2,0,0,1,1
63889,1,1977,1,1,7,7,1,2,0,2,5,31,2,1,1,1,2
63889,2,1978,2,2,7,7,1,2,0,2,5,31,2,0,0,1,2
64024,1,1978,1,1,6,6,1,2,0,4,5,30,2,1,1,1,2
64024,2,1981,2,3,6,5,6,2,0,4,5,30,2,0,0,1,2
64065,1,1973,1,1,6,6,1,3,1,2,2,28,3,1,1,1,1
64065,2,1975,2,3,5,5,1,3,1,2,2,28,3,0,0,1,1
64065,3,1998,1,5,2,8,13,3,1,2,2,28,3,0,0,1,1
64115,1,1977,1,1,6,6,1,1,0,1,1,28,1,1,1,0,1
64169,1,1948,1,1,7,6,1,2,0,2,5,30,2,1,1,1,1
64169,2,1951,2,2,6,6,11,2,0,2,5,30,2,0,0,1,1
64357,1,1971,1,1,5,5,1,2,0,3,4,23,2,0,1,1,1
64357,2,1979,2,3,5,5,4,2,0,3,4,23,2,1,0,1,1
64393,1,1944,2,2,4,4,7,2,0,4,5,30,2,0,0,1,1
64393,2,1939,1,1,6,6,8,2,0,4,5,30,2,1,1,1,1
64426,1,1932,2,1,9,3,11,1,0,4,3,21,1,1,1,0,1
64566,1,1975,1,1,3,2,1,4,2,3,4,25,3,1,1,1,1
64566,2,1978,2,3,3,3,7,4,2,3,4,25,3,0,0,1,1
64566,3,2005,1,5,8,8,13,4,2,3,4,25,3,0,0,1,1
64566,4,2006,1,5,8,8,13,4,2,3,4,25,3,0,0,1,1
64685,1,1970,1,1,7,7,1,2,0,3,2,29,2,1,1,1,1
64685,2,1974,2,2,5,5,1,2,0,3,2,29,2,0,0,1,1
64763,1,1955,1,1,6,6,1,4,2,3,2,28,3,1,1,1,1
64763,2,1956,2,2,4,4,1,4,2,3,2,28,3,0,0,1,1
64763,4,1985,1,5,3,3,1,4,2,3,2,28,3,0,0,1,1
64763,5,1992,1,5,3,2,6,4,2,3,2,28,3,0,0,1,1
64959,1,1957,1,1,6,6,1,4,2,1,1,28,3,0,1,1,2
64959,2,1956,2,2,4,2,7,4,2,1,1,28,3,1,0,1,2
64959,3,1983,1,5,6,6,12,4,2,1,1,28,3,0,0,1,2
64959,5,1988,2,5,3,3,6,4,2,1,1,28,3,0,0,1,2
65131,1,1963,1,1,5,5,9,1,0,2,2,27,1,1,1,0,1
65166,1,1949,2,1,6,6,1,1,0,2,1,28,1,1,1,0,1
65199,1,1971,2,2,4,3,7,5,3,5,2,29,3,1,0,1,1
65199,2,1963,1,1,5,5,1,5,3,5,2,29,3,0,1,1,1
65199,3,1995,1,5,2,8,6,5,3,5,2,29,3,0,0,1,1
65199,4,1998,2,5,2,8,6,5,3,5,2,29,3,0,0,1,1
65199,5,2003,1,5,8,8,13,5,3,5,2,29,3,0,0,1,1
65344,1,1975,1,1,7,7,1,2,0, , , ,2,1,1,1,1
65344,2,1976,2,3,6,6,1,2,0, , , ,2,0,0,1,1
65396,1,1949,2,1,3,3,7,2,1,4,2,26,4,1,1,0,1
65396,2,1982,2,5,3,3,1,2,1,4,2,26,4,0,0,0,1
65558,1,1970,1,1,7,4,1,6,4,3,1,27,3,0,1,1,1
65558,2,1969,2,2,4,4,7,6,4,3,1,27,3,1,0,1,1
65558,3,1987,2,5,4,4,6,6,4,3,1,27,3,0,0,1,1
65558,4,1992,1,5,3,2,6,6,4,3,1,27,3,0,0,1,1
65558,5,1998,1,5,2,8,6,6,4,3,1,27,3,0,0,1,1
65558,6,2000,1,5,2,8,6,6,4,3,1,27,3,0,0,1,1
65665,1,1975,2,1,5,5,1,1,0,2,2,28,1,1,1,0,1
65874,1,1955,1,1,3,3,4,4,2,5,2,27,3,1,1,1,2
65874,2,1955,2,2,3,3,4,4,2,5,2,27,3,0,0,1,2
65874,3,1988,2,5,3,3,6,4,2,5,2,27,3,0,0,1,2
65874,4,1992,1,5,2,2,6,4,2,5,2,27,3,0,0,1,2
65894,1,1971,2,1,5,5,1,1,0,1,2,26,1,1,1,0,1
66295,1,1937,2,1,6,6,7,1,0,3,5,30,1,1,1,0,1
66348,1,1954,2,1,3,3,1,2,0,5,4,25,2,1,1,1,2
66348,2,1951,1,2,3,3,4,2,0,5,4,25,2,0,0,1,2
66705,1,1975,1,1,6,6,1,2,0,2,5,30,2,1,1,1,1
66705,2,1975,2,3,6,6,1,2,0,2,5,30,2,0,0,1,1
66714,1,1958,1,1,6,6,4,2,0,5,4,23,2,0,1,1,1
66714,2,1967,2,3,7,7,1,2,0,5,4,23,2,1,0,1,1
66782,1,1964,2,1,7,6,1,2,0,3,4,25,2,0,0,1,1
66782,2,1966,1,3,7,6,1,2,0,3,4,25,2,1,1,1,1
66852,1,1971,1,1,3,3,1,5,3,5,3,21,3,1,1,1,1
66852,2,1975,2,2,4,3,7,5,3,5,3,21,3,0,0,1,1
66852,3,2001,1,5,2,8,6,5,3,5,3,21,3,0,0,1,1
66852,4,2003,1,5,8,8,13,5,3,5,3,21,3,0,0,1,1
66852,5,2006,1,5,8,8,13,5,3,5,3,21,3,0,0,1,1
67008,1,1959,1,1,6,6,3,4,2,2,2,28,3,1,1,1,2
67008,2,1959,2,2,5,5,1,4,2,2,2,28,3,0,0,1,2
67008,3,1991,2,5,2,2,6,4,2,2,2,28,3,0,0,1,2
67008,4,1994,2,5,2,2,6,4,2,2,2,28,3,0,0,1,2
67091,1,1980,1,5,6,3,6,3,1,2,2,27,3,0,0,1,2
67091,2,1949,1,1,3,3,1,3,1,2,2,27,3,1,1,1,2
67091,3,1959,2,2,3,3,7,3,1,2,2,27,3,0,0,1,2
67378,1,1931,1,1,6,6,8,2,0,2,5,30,2,1,1,1,1
67378,2,1940,2,2,6,6,8,2,0,2,5,30,2,0,0,1,1
67721,1,1931,1,1,3,3,8,2,0,2,1,28,2,1,1,1,2
67721,2,1946,2,2,6,3,8,2,0,2,1,28,2,0,0,1,2
67780,1,1965,1,1,4,3,7,4,2,2,4,23,4,1,1,0,2
67780,2,1987,1,5,5,5,6,4,2,2,4,23,4,0,0,0,2
67780,3,1992,2,5,5,2,6,4,2,2,4,23,4,0,0,0,2
67780,4,1974,2,6,7,7,5,4,2,2,4,23,4,0,0,0,2
67810,1,1949,2,2,3,3,1,2,0,5,4,23,2,0,0,1,1
67810,2,1948,1,1,3,3,1,2,0,5,4,23,2,1,1,1,1
67904,1,1977,1,1,7,4,1,1,0,1,1,28,1,1,1,0,1
67946,1,1980,2,3,7,4,6,2,0,1,2,28,2,1,1,1,2
67946,2,1976,1,1,7,4,1,2,0,1,2,28,2,0,0,1,2
68006,1,1964,1,1,6,6,1,9,7,4,4,25,3,0,1,1,1
68006,2,1966,2,2,6,6,7,9,7,4,4,25,3,1,0,1,1
68006,3,1988,1,5,5,3,1,9,7,4,4,25,3,0,0,1,1
68006,4,1990,2,5,3,2,6,9,7,4,4,25,3,0,0,1,1
68006,5,1991,1,5,3,2,6,9,7,4,4,25,3,0,0,1,1
68006,6,1993,1,5,2,9,6,9,7,4,4,25,3,0,0,1,1
68006,7,1996,2,5,2,8,6,9,7,4,4,25,3,0,0,1,1
68006,8,1998,2,5,2,8,6,9,7,4,4,25,3,0,0,1,1
68006,9,2002,2,5,8,8,6,9,7,4,4,25,3,0,0,1,1
68131,1,1941,1,1,4,4,7,2,0,5,2,28,2,1,1,1,1
68131,2,1945,2,2,4,2,8,2,0,5,2,28,2,0,0,1,1
68138,1,1979,1,3,6,6,1,2,0,2,4,25,2,0,1,1,2
68138,2,1979,2,1,5,5,1,2,0,2,4,25,2,1,0,1,2
68325,1,1930,1,1,7,7,8,2,0,4,5,30,2,1,1,1,1
68325,2,1928,2,2,3,3,8,2,0,4,5,30,2,0,0,1,1
68583,1,1978,2,1,7,6,1,2,0,3,2,26,2,1,0,1,1
68583,2,1971,1,3,5,5,1,2,0,3,2,26,2,0,1,1,1
68672,1,1973,1,1,6,6,1,4,2,4,4,24,3,1,1,1,1
68672,2,1977,2,2,5,5,1,4,2,4,4,24,3,0,0,1,1
68672,3,2001,2,5,2,8,13,4,2,4,4,24,3,0,0,1,1
68672,4,2002,2,5,8,8,13,4,2,4,4,24,3,0,0,1,1
68724,1,1938,1,1,7,7,8,2,0,4,2,29,2,1,1,1,1
68724,2,1945,2,2,4,4,8,2,0,4,2,29,2,0,0,1,1
68784,1,1948,1,1,6,6,1,1,0,2,1,28,1,1,1,0,1
68858,1,1962,2,2,4,4,7,6,4,3,2,26,3,0,0,1,1
68858,2,1965,1,1,4,4,1,6,4,3,2,26,3,1,1,1,1
