nohhold,nomem,weeknr,inkhh,inknorm,inkrond,finsitu,inkeven,inkaank,inksec,loan1,loan2,loan3,ink25a,ink25b,ink25c,ecsit,zinvol,opzij,hoevopzy,opzij12,spaarm01,spaarm02,spaarm03,spaarm04,spaarm05,spaarm06,spaarm07,spaarm08,spaarm09,spaarm10,spaarm11,spaarm12,spaarm13,spaarm14,spaarm15,spaarm16,situat1,situat2,situat3,situat4,situat5,situat6,situat7,spaar1,spaar2,spaar3,spaar4,spaar5,spaar6,beschryf,toek01,toek02,toek03,toek04,toek05,toek06,toek07,toek08,toek09,toek10,toek11,toek12,uitgeven,plannen,periode1,bijhoud,potjes,pin1,pin2,chip1,chip2,autom,foon,intern,zon,her1,her2,her3,her4,baby,plan,uitspr,hhrela,beslis,geldh,geluk,kenltd,kenhh,kenink,kenopl,kenwerk,manuur,vrouwuur,kunde,advies,con01,con02,con03,con04,con05,con06,con07,con08,con09,con10,locus01,locus02,locus03,locus04,locus05,locus06,locus07,locus08,locus09,locus10,locus11,locus12,locus13,work01,work02,work03,work04,work05,work06,work07,work08,work09,jeugd1,jeugd2,jeugd3,jeugd4,jeugd5,jeugd6,jeugd1_x,jeugd2_x,jeugd3_x,jeugd4_x,jeugd5_x,jeugd6_x,toek01_x,toek02_x,toek03_x,toek04_x,toek05_x,toek06_x,toek07_x,toek08_x,toek09_x,toek10_x,toek11_x,toek12_x
61125,1,201115,4,2,4,4,3, , ,-7,2,2,4,2, ,2,1,1,3,1,7,7,7,7,7,3,6,7,7,7,7,2,6,7,6,7,6,6,2,4,5,5,6,6,6,4,6,4,2,1, , , , , , , , , , , , ,6,2,4,4,1,1,4,2, ,-9,-9,3,90,99,95,90,95,1,1,2,2,3,1,2,9,2,9,6,4,40,24,1,6,4,2,4,1,4,4,3,4,2,4,5,5,6,4,6,6,4,6,6,6,3,6,3,6,6,6,6,5,6,4,6,2, , , , , , ,1,1,5,4,1,1,6,6,1,1,5,3,6,2,1,1,1,1
61153,1,201115,2,1,4,4,2, , ,-7,4,2,3,2, ,-9,2,1,1,2,-7,-7,5,5,5,1,2,4,1,6,6,1,-7,6,3,5,4,3,5,2,4,2,2,7,5,1,7,2,1,2, , , , , , , , , , , , ,5,2,1,1,1,1,2,1,1,-9,-9,4,99,80,30,1,80,2, , , , , ,3,8,1,8,7,4,36,32,2,1,3,2,3,3,4,4,3,3,2,4,5,5,3,4,4,3,4,3,3,3,4,3,3, , , , , , , , , , , , , , , ,4,5,1,4,3,3,2,2,4,5,5,5,6,5,3,4,4,5
61224,1,201115,3,2,4,5,3, , ,-7,2,2,4,2, ,3,1,1,2,1,-7,-7,-7,6,-7,1,1,-7,-7,7,-7,-7,-7,7,7,-7,5,1,3,3,4,3,7,7,7,1,7,1,1,-7, , , , , , , , , , , , ,4,1,5,4,1,1,4,2, ,-9,-9,-9,70,25,0,0,60,2, , , , , ,2,11,1,7,3,5,30,24,2,1,4,1,1,1,4,4,1,3,1,4,4,4,4,4,6,4,4,4,4,4,4,4,4, , , , , , , , , , , , , , , ,1,5,5,3,2,2,1,1,4,4,4,1,4,4,4,4,4,4
61299,1,201115,2,2,3,3,2, , ,-7,4,2,3,2, ,4,2,2, ,2,2,6,3,5,6,1,2,4,5,6,6,4,5,6,3,3,4,2,5,4,6,1,3,1,7,1,1,4,1,-7,4,2,6,2,6,2,6,5,4,4,5,4,4,2,1,4,1,1,4,2, ,2,-9,3,95,20,10,5,100,1,-9,3, , , ,1,8,1,7,6,1,32,28,2,1,4,1,3,1,4,5,1,4,1,3,2,2,4,4,2,3,4,3,2,3,4,4,2,7,4,6,6,2,2,2,4,2,3,4,4,3,2,1, , , , , , , , , , , , , , , , , , 
61441,1,201117,3,2,3,3,2, , ,2,3,2,3,2, ,4,3,2, ,3,3,1,1,1,3,1,1,3,1,3,1,3,1,1,4,1,4,3,2,3,1,2,1,7,7,1,7,1,1,1, , , , , , , , , , , , ,4,1,2,5,2,1,4,1,1,2,-9,4,100,0,0,0,0,1,1,3,1,3,1,2,9,2,-9,6,1,40,24,3,7,3,3,2,1,5,5,1,4,1,4,1,5,1,5,1,4,5,3,4,2,2,2,1, , , , , , , , , , , , , , , ,1,4,5,3,3,3,1,1,4,3,1,1,1,1,3,4,1,3
61453,1,201115,3,2,3,3,2, , ,2,3,2,3,2, ,1,-9,2, ,-9,-7,7,-7,7,7,-7,-7,6,5,5,-7,-7,6,7,7,-7,4,1,5,2,4,1,7,4,6,1,5,1,1,2,7,7,1,1,7,4,7,7,1,1,2,1,4,2,2,4,1,1,3,1,1,2,-9,3,50,1,0,0,1,1,1,5,2,3,1,3,12,2,-9,3,5,0,0,2,1,3,4,2,4,4,3,5,1,4,4,1,1,1,1,7,7,7,7,7,7,2,1,1,7,7,7,7,4,1,7,1,1,4,5,1,4,2,3, , , , , , , , , , , , , , , , , , 
61456,1,201115,3,2,4,4,2, , ,2,2,2,4,2, ,3,1,1,2,1,6,4,6,6,5,2,2,4,6,6,6,1,6,5,6,4,4,5,1,4,5,4,5,7,7,1,7,1,1,-7, , , , , , , , , , , , ,6,2,3,4,1,1,2,2, ,1,-9,-9,90,100,100,0,100,1,1,2,2,3,1,2,12,3,-9,3,4,36,0,3,6,3,1,3,1,4,5,1,5,1,5,6,5,5,1,5,5,4,6,3,6,2,2,2, , , , , , , , , , , , , , , ,4,5,1,4,2,2,4,4,2,2,4,4,3,5,2,5,4,4
61456,2,201115,3,2,4,4,3, , ,-7,2,2,4,2, ,3,1,1,2,1,7,7,7,7,7,5,7,-7,7,7,6,1,7,7,7,6,4,4,2,4,4,4,4,4,7,1,4,1,1,1, , , , , , , , , , , , ,6,1,3,5,1,1,2,2, ,1,-9,-9,90,99,99,80,100,1,1,2,1,3,1,1,11,2,-9,4,5,0,0,2,9,3,3,1,1,4,5,4,3,2,4,5,5,4,3,6,6,4,3,2,5,4,4,5, , , , , , , , , , , , , , , ,4,5,1,3,2,2,5,5,4,4,3,1,7,4,3,3,3,2
61514,1,201115,2,2,3,2,2, , ,1,2,2,4,1,3,4,2,1,2,1,-7,-7,3,7,7,4,1,7,-7,7,1,5,-7,7,5,5,5,3,4,4,5,4,6,3,2,1,6,2,4,-7, , , , , , , , , , , , ,3,5,2,4,2,1,4,1,2,-9,-9,4,100,100,25,10,75,2, , , , , ,3,4,1,7,6,4,38,32,3,1,4,3,1,2,5,5,2,5,2,5,4,5,2,6,6,6,5,3,5,1,3,3,2,5,4,7,4,7,2,2,3,6, , , , , , ,4,5,5,1,4,4,1,1,4,2,6,4,5,4,4,4,4,4
61546,1,201115,3,2,5,4,3, , ,-7,1,2,3,2, ,5,1,1,3,1,7,7,6,7,7,5,7,7,7,7,6,1,7,6,7,7,7,7,1,6,1,7,7,7,1,1,7,1,1,1, , , , , , , , , , , , ,6,1,3,5,1,1,2,2, ,-9,-9,-9,95,100,100,90,100,1,3,1,1,1,1,1,10,2,10,3,1,50,0,4,8,1,1,2,5,3,3,5,2,2,2,7,1,7,7,7,7,7,7,5,7,1,2,7,7,4,7,7,6,1,7,7,1, , , , , , ,1,5,3,2,3,3,7,7,2,6,7,2,7,7,2,7,2,1
61546,2,201115,3,2,5,4,3, , ,-7,1,2,5,2, ,5,1,1,3,1,7,7,7,7,7,1,7,7,7,7,6,1,7,7,6,6,7,7,6,7,5,7,7,7,7,1,1,1,1,1,7,7,1,7,6,1,4,4,4,4,4,4,6,1,4,5,1,1,2,2, ,-9,-9,-9,90,100,100,90,100,1,3,1,1,1,1,1,10,2,10,3,1,50,0,4,8,4,4,3,1,5,5,1,5,1,5,7,6,6,7,7,7,7,6,6,6,6,5,1,7,7,7,7,7,6,6,7,6,4,2,1,1,1,1, , , , , , , , , , , , , , , , , , 
61651,1,201117,-9, ,2,3,2, , ,-7,3,2,3,2, ,4,1,2, ,3,-7,-7,-7,7,-7,-7,-7,7,-7,7,-7,3,-7,7,4,7,4,7,4,1,4,4,1, , , , , , , , , , , , , , , , , , , ,7,6,1,2,3,2, ,2, ,-9,-9,4,100,0,0,0,100,1,3,5,5, , ,3,8,3,8,5,4,40,20,2,8,5,1,5,2,5,5,1,4,1,5,7,4,4,4,6,7,4,3,2,4,4,4,7,7,7,7,7,4,1,1,7,1, , , , , , ,1,5,2,1,1,1,4,4,4,4,4,4,6,4,4,4,7,5
61702,1,201117,4,2,5,5,3, , ,-7,5,2,4,2, ,3,1,1,2,2,2,6,6,6,6,6,6,6,2,6,6,1,3,6,4,4,5,4,4,5,4,4,7,5,2,4,5,2,2,2,4,4,2,2,6,4,6,5,2,2,4,4,6,1,3,4,1,1,4,1,2,-9,-9,3,100,90,80,20,100,1,3,3,1,4,1,2,9,4,10,6,4,36,32,2,1,4,3,3,3,3,3,3,3,2,4,5,2,4,5,6,6,6,5,2,6,4,5,4,6,6,6,6,6,6,2,2,5,1,1,1,4,3,2, , , , , , , , , , , , , , , , , , 
61743,1,201141,3,2,4,2,1,1,3,2,2,2,4,1,4,3,1,1,3,1,1,1,6,6,7,1,1,4,1,7,5,1,1,-7,4,4,3,2,3,2,5,2,7,1,7,3,3,2,1,2,6,2,1,3,3,3,1,4,4,4,4,1,6,3,2,4,1,1,3,2, ,2,-9,-9,90,80,5,0,100,2, , ,2,3,1,2,7,3,8,6,4,40,15,2,9,3,2,2,2,4,4,2,4,2,5,3,1,1,7,6,5,3,1,3,4,2,2,1,6,6,6,6,6,5,6,6,2,1,5,4,2,2,3, , , , , , , , , , , , , , , , , , 
61957,1,201115,3,2,3,3,1,1,3,1,3,2,2,1,3,4,2,1,3,1,5,6,6,6,4,3,4,4,4,6,5,1,4,6,3,4,3,3,5,3,5,3,5,7,7,2,7,5,2,-7, , , , , , , , , , , , ,4,5,2,3,2,1,4,1,2,-9,-9,4,66,0,0,0,40,1,1,3,2,3,1,2,6,4,9,3,4,37,35,1,6,3,4,4,4,4,3,4,4,4,4,7,4,7,7,4,3,7,1,7,7,4,7,5,7,7,7,5,6,6,2,7,7, , , , , , ,1,2,3,1,1,1,4,3,2,6,4,4,6,4,4,3,3,4
62023,1,201117,4,-9,4,4,3, , ,2,2,2,2,1,3,2,1,1,7,4,4,5,7,7,7,2,6,6,4,7,7,1,6,7,4,6,4,6,3,4,4,4,7,7,7,4,7,2,1,1, , , , , , , , , , , , ,6,2,4,5,1,1,4,2, ,-9,-9,4,50,100,100,50,100,1,1,1,1,4,1,4,11,2,9,3,4,36,0,3,6,1,4,4,1,5,5,1,5,1,5,5,5,4,4,7,7,2,2,7,4,5,4,4, , , , , , , , , , , , , , , ,1,2,2,1,4,4,6,6,1,1,6,5,6,6,4,3,2,4
62023,2,201117,4,-9,4,4,3, , ,2,2,2,2,1,3,2,1,1,7,3,5,6,-7,-7,-7,2,5,6,6,7,7,1,6,7,5,6,4,5,4,4,4,4,6,6,6,4,7,4,1,1, , , , , , , , , , , , ,6,2,5,3,1,1,4,2, ,-9,-9,1,60,100,100,40,100,1,-9,1,1,2,1,3,11,2,9,3,4,40,0,1,6,3,2,2,1,3,4,1,4,1,4,4,4,4,3,4,4,4,4,7,4,5,4,2, , , , , , , , , , , , , , , ,4,4,2,4,3,2,5,4,5,5,4,2,5,3,4,4,4,6
62067,1,201115,3,2,3,4,1,2, ,-7,3,2,3,2, ,2,2,1,2,2,3,5,-7,6,4,-7,4,3,4,5,5,-7,-7,5,4,4,4,4,4,4,4,4,5,5,3,2,5,2,4,3, , , , , , , , , , , , ,5,3,3,4,2,1,3,1,2,2,-9,-9,50,50,30,10,90,1,1,2,2,3,1,2,12,2,9,6,5,20,10,3,3,3,3,4,2,3,3,3,4,2,3,4,4,4,4,5,4,5,3,4,3,3,3,4, , , , , , , , , , , , , , , ,3,4,2,4,1,1,5,5,3,3,4,4,5,5,3,3,4,4
62178,2,201115,3,2,3,3,2, , ,-7,3,2,3,1,3,3,-9,2, ,3,2,6,5,5,3,2,2,2,2,5,5,2,2,4,4,3,2,1,6,2,4,1,2,4,4,4,4,4,4,-7, , , , , , , , , , , , ,4,2,1,3,1,1,4,1,1,-9,-9,4,75,50,0,0,25,1,1,4,2, , ,2,8,4,-9,5,4,40,32,2,6,5,1,1,1,5,5,1,5,1,5,1,4,4,3,6,5,5,4,7,4,4,4,4,5,5,5,5,4,4,3,5,2, , , , , , ,1,1,3,1,1,2,5,2,4,2,4,1,4,4,4,4,5,4
62178,3,201141, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,4,4,4,4,4,-7, , , , , , , , , , , , ,2,6,1,1,1,1,4,1,3,-9,-9,3,50,50,25,5,50,2, , ,2, , ,2,4,4,-9,5,4,40,25,1,1,1,5,1,1,4,5,1,4,1,3,4,4,4,4,4,4,4,4,4,4,4,4,4,7,7,7,7,7,1,1,7,7, , , , , , ,1,3,2,1,1,2,4,4,6,2,6,1,4,4,5,5,3,4
62178,4,201141, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,4,4,4,4,4,-7, , , , , , , , , , , , ,6,2,1,3,1,1,4,1,1,-9,-9,3,50,50,25,5,50,2, , ,2, , ,2,3,4,-9,5,4,40,32,2,1,4,3,2,1,4,4,2,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7,7,7,7,7,1,1,7,7, , , , , , ,1,3,2,2,1,2,5,5,3,5,5,2,5,5,4,5,5,4
62178,5,201141, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,4,4,4,4,4,-7, , , , , , , , , , , , ,3,5,1,2,1,1,4,1,1,-9,-9,3,50,75,30,20,60,2, , ,2, , ,2,2,4,-9,5,4,40,30,1,1,1,5,1,2,3,4,2,3,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4, , , , , , , , , , , , , , , ,1,5,4,1,1,2,6,4,5,5,5,4,5,5,3,4,5,6
62178,6,201141, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,4,4,4,4,4,-7,4,4,4,4,4,4,4,4,4,4,4,4,6,2,1,4,1,1,4,1,2,2,-9,-9,50,50,25,5,75,2, , ,2, , ,2,2,4,-9,5,4,40,32,1,1,2,4,2,1,4,5,4,3,4,2,4,4,4,4,4,4,5,4,6,4,4,4,4, , , , , , , , , ,4,2,2,3,1,2, , , , , , , , , , , , , , , , , , 
62210,1,201115,4,2,5,5,3, , ,2,2,2,5,2, ,2,2,1,3,1,4,6,6,6,6,3,5,6,4,5,6,2,3,6,5,5,4,4,4,3,4,4,6,5,2,1,6,2,2,4, , , , , , , , , , , , ,6,1,3,5,1,1,4,1,2,-9,-9,4,70,100,50,0,100,1,-9,3,1,4,1,2,10,2,9,5,4,20,30,3,7,4,1,3,2,4,4,1,4,5,4,5,5,5,5,6,3,4,2,6,2,2,2,2,6,6,6,6,6,5,2,2,5, , , , , , ,1,2,4,3,1,2,4,3,4,3,4,4,5,4,4,5,5,4
62210,2,201115,4,2,4,4,3, , ,2,1,2,4,2, ,3,2,1,3,2,1,3,7,4,7,2,7,7,1,3,7,-7,2,5,5,5,2,2,2,4,2,2,4,7,2,1,5,2,2,3,7,4,4,2,3,3,3,5,5,4,5,3,6,4,2,1,1,1,4,1,1,2,1,1,100,50,10,0,50,1,1,3,2,3,1,2,10,2,-9,4,4,40,35,1,6,3,2,4,3,4,4,4,4,2,4,7,7,4,4,4,6,6,4,5,3,3,3,4,5,5,7,6,7,6,2,6,5,4,5,1,4,3,1, , , , , , , , , , , , , , , , , , 
62335,1,201115,4,2,3,3,2, , ,-7,1,2,3,2, ,4,1,1,2,1,1,7,4,7,7,1,1,5,1,7,2,4,4,7,6,6,7,7,1,4,3,4,7,4,1,7,5,1,5,3, , , , , , , , , , , , ,5,5,2,5,1,1,4,2, ,-9,-9,4,60,100,50,1,100,1,1,3,1,3,1,1,5,3,-9,5,4,38,24,3,1,4,1,3,1,4,4,1,4,1,4,1,1,1,6,5,6,5,3,5,2,4,4,2,6,6,6,5,5,1,6,6,2, , , , , , ,1,5,2,2,1,1,1,1,7,4,5,4,5,4,3,5,5,4
62353,1,201115,3,2,4,4,3, , ,-7,1,2,4,2, ,2,1,1,2,1,1,7,7,7,7,-7,4,7,1,7,7,-7,7,7,7,7,3,3,3,3,4,3,1,7,7,1,7,1,1,1, , , , , , , , , , , , ,4,1,1,5,1,1,4,1,2,1,-9,4,100,100,75,0,100,1,1,3,1,3,1,1,11,2,8,6,4,40,32,2,2,5,1,5,1,5,5,1,5,1,5,4,4,4,6,7,6,7,3,7,3,1,2,2, , , , , , , , , , , , , , , ,3,3,5,2,2,2,7,6,1,6,6,6,7,7,1,1,1,1
62353,2,201115,3,2,4,4,3, , ,-7,1,2,4,2, ,2,1,1,3,1,1,7,7,7,7,-7,5,7,1,7,7,7,7,7,7,7,3,3,3,3,3,3,1,7,7,1,7,1,1,1, , , , , , , , , , , , ,4,1,1,5,1,1,4,1,2,1,-9,4,100,100,75,0,75,1,1,3,1,3,1,1,11,2,8,6,4,40,32,2,2,5,1,5,1,5,5,1,5,1,5,4,4,4,5,6,6,7,3,7,4,1,2,3, , , , , , , , , , , , , , , ,3,3,5,2,2,2,6,6,2,2,6,7,7,6,1,1,2,2
62400,1,201115,4,2,5,5,3, , ,-7,1,2,5,2, ,3,2,1,3,1,-7,-7,7,6,6,7,4,6,2,6,7,4,2,6,6,6,7,7,2,7,4,6,5,5,2,1,5,1,4,3,5,5,3,3,5,6,6,5,3,3,3,3,6,1,3,3,1,1,3,1,1,-9,-9,4,100,100,30,5,100,2, , ,1,3,2,2,6,2,9,6,4,36,32,2,8,4,1,4,2,3,4,1,4,1,4,5,3,6,4,6,4,4,2,3,3,2,2,2,6,6,6,5,5,2,3,5,4,1,4,3,2,2,2, , , , , , , , , , , , , , , , , , 
62420,1,201115,-9, ,2,2,2, , ,-7,3,2,3,2, ,3,1,2, ,1,2,3,6,7,7,5,2,6,2,7,5,2,7,7,7,6,3,3,5,2,6,2,2, , , , , , , , , , , , , , , , , , , ,5,2,1,3,1,1,4,1,1,-9,-9,4,100,10,1,0,80,1,1,3,1,3,1,3,8,4,-9,7,4,36,28,2,9,4,2,3,2,4,4,2,4,1,4,6,3,4,2,4,2,2,4,3,4,4,2,1,5,5,5,6,6,7,2,5,4, , , , , , ,1,2,3,2,2,1,3,4,2,3,3,3,4,4,3,3,3,2
62482,1,201115,3,1,4,2,2, , ,2,4,2,3,2, ,3,2,1,4,3,-7,-7,6,4,6,2,3,6,-7,5,6,-7,-7,6,3,6,5,5,2,5,5,5,7,6,6,3,6,3,2,3,6,6,1,6,4,4,6,6,1,1,1,2,5,2,3,4,2,1,3,1,2,-9,-9,4,60,90,90,30,90,2, , ,1,3,1,2,8,4,9,6,1,50,30,1,1,2,3,5,2,4,4,2,2,1,5,5,4,5,5,4,6,6,3,3,3,3,6,2,3,2,6,4,5,7,3,1,1,1,4,4,2,3,3, , , , , , ,4,3,3,5,5,3, , , , , , 
62811,1,201141,4,2,3,4,3, , ,2,4,2,4,1,4,3,1,1,5,1,1,7,7,7,5,1,1,6,1,7,4,1,1,7,1,4,4,4,4,4,5,5,7,4,7,1,4,1,1,-7,7,6,1,1,1,2,7,7,1,1,1,1,5,4,4,3,1,1,3,2, ,-9,-9,4,30,100,100,10,100,1,1,3,1,2,1,2,10,3,10,7,2,36,22,1,6,4,4,2,4,5,5,4,3,2,4,4,2,1,2,3,5,6,4,3,5,1,2,2,7,7,7,7,7,7,2,7,7,4,2,1,4,2,3, , , , , , , , , , , , , , , , , , 
62863,1,201115,1,2,3,2,2, , ,2,2,2,2,2, ,3,3,2, ,2,-7,6,3,4,7,-7,-7,7,5,7,5,5,7,7,7,6,2,1,7,1,4,1,6,1,4,5,5,5,2,-7,4,2,6,4,4,2,6,4,2,6,5,4,4,1,1,5,1,1,3,2, ,2,-9,4,100,50,50,50,50,1,1,5,1, , ,2,9,3,6,6,4,40,28,4,9,3,2,4,2,4,4,1,3,1,4,4,4,4,4,7,4,4,4,6,6,2,4,2, , , , , , , , , ,1,5,3,2,2,1, , , , , , , , , , , , , , , , , , 
62863,2,201115, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,3,4,4,3,5,-7,5,4,6,4,7,6,7,5,3,4,5,2,7,1,1,4,3,1,2,2, ,-9,-9,3,80,50,50,50,100,2, , ,1, , ,3,2,4,-9,4,2,5,5,3,1,3,3,1,1,3,3,1,4,1,3,3,3,7,4,7,7,7,4,4,4,3,1,1, , , , , , , , , ,1,5,4,3,1,3, , , , , , , , , , , , , , , , , , 
62863,3,201141, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,7,6,6,2,4,-7,3,2,7,7,6,7,6,4,4,5,6,4,6,2,1,3,1,1,3,2, ,-9,-9,3,80,70,60,50,80,2, , ,1, , ,2,2,4,9,6,4,40,18,3,1,4,5,3,3,4,4,5,3,4,4,5,6,4,3,5,5,5,5,6,6,5,5,3, , , , , , , , , ,1,5,4,3,2,3, , , , , , , , , , , , , , , , , , 
62886,2,201115,1,2,3,3,2, , ,2,4,2,3,2, ,3,2,2, ,3,4,2,7,6,5,1,1,6,1,6,5,1,3,6,1,1,4,3,5,4,4,2,4,7,7,7,1,7,1,3, , , , , , , , , , , , ,5,1,1,5,2,1,4,2, ,2,-9,4,75,75,0,0,100,1,1,3, , , ,2,10,2,-9,2,4,38,20,3,6,4,2,2,2,4,5,2,4,1,4,4,4,4,3,5,5,5,1,2,2,3,2,3, , , , , , , , , , , , , , , ,4,5,1,4,1,1,1,1,6,4,4,2,1,1,4,2,5,5
62891,1,201115,3,1,2,3,3, , ,-7,1,2,2,2, ,2,4,2, ,2,3,5,6,5,5,5,5,5,2,4,5,4,5,5,5,5,4,4,4,3,4,3,3,3,4,3,3,5,4,3, , , , , , , , , , , , ,4,5,3,4,2,1,3,2, ,-9,-9,3,20,5,2,0,2,1,1,4,1,3,2,2,10,2,10,7,4,40,21,2,2,2,3,2,3,3,4,3,3,3,3,5,4,4,5,4,4,3,4,4,4,4,3,4, , , , , , , , , , , , , , , ,1,2,3,3,2,1,5,4,3,4,4,3,5,4,4,5,3,4
62891,2,201115,3,1,2,2,2, , ,2,2,2,2,2, ,2,3,2, ,2,3,6,6,6,6,5,5,5,2,5,6,5,6,6,5,5,5,4,4,4,4,3,3,5,4,3,5,5,4,2, , , , , , , , , , , , ,4,5,2,4,2,1,4,2, ,-9,-9,3,15,0,15,0,15,1,1,3,1,3,2,2,10,2,10,6,4,40,21,2,4,4,2,3,2,4,4,3,3,3,4,4,4,4,3,4,5,5,4,5,4,4,4,4,4,5,3,5,3,2,5,5,2, , , , , , ,4,2,1,3,2,2,3,3,4,4,5,3,4,3,4,5,4,4
62897,1,201115,2,2,3,3,2, , ,-7,3,2,3,2, ,3,2,2, ,2,4,7,7,6,7,1,6,5,6,6,5,1,7,7,5,4,4,1,6,1,5,1,3,4,2,1,5,2,2,2, , , , , , , , , , , , ,6,4,2,3,1,1,3,1,1,2,2,-9,80,100,15,0,100,1,1,3, , , ,2,9,4,9,6,2,40,30,2,1,3,3,3,1,4,5,4,3,3,4,7,3,4,4,5,5,5,4,5,4,2,1,2, , , , , , , , , , , , , , , ,1,5,1,4,4,2,6,6,2,6,4,5,7,6,4,4,3,4
62944,1,201115,5,2,5,5,3, , ,2,1,2,5,2, ,3,1,1,7,1,7,7,7,7,7,7,7,1,7,7,7,-7,7,7,7,7,7,7,5,7,5,7,7,7,3,1,7,1,3,3, , , , , , , , , , , , ,7,1,4,4,1,1,4,2, ,1,-9,3,50,100,100,100,100,1,2,1,1,3,1,2,9,2,-9,6,2,50,50,2,8,4,2,4,1,2,2,4,3,1,4,7,6,6,6,6,6,6,3,5,6,2,3,3, , , , , , , , , , , , , , , ,3,3,2,3,2,1,6,4,3,1,6,1,2,6,5,2,2,3
63013,1,201148,4,3,4,3,1,2, ,2,1,2,2,2, ,2,2,1,3,2,3,4,1,5,4,3,3,3,3,6,1,1,3,4,4,2,1,2,3,3,4,3,3,4,3,4,4,3,3,2, , , , , , , , , , , , ,4,3,1,2,1,1,4,1,1,-9,-9,4,0,100,70,0,100,1,3,3,1,3,1,2,5,2,9,6,4,36,28,4,6,2,5,3,4,4,4,5,3,4,3,3,3,2,2,3,3,3,4,2,3,3,3,4,6,4,5,5,5,3,4,4,4, , , , , , ,1,2,4,2,2,3,3,2,5,3,3,2,4,4,4,6,5,5
63065,1,201115,3,2,4,5,2, , ,2,1,2,3,2, ,2,1,1,2,1,2,5,6,6,7,2,3,6,2,7,7,3,5,6,6,5,6,6,3,6,4,4,6,7,6,5,6,4,4,4, , , , , , , , , , , , ,6,2,3,4,2,1,3,2, ,2,-9,3,75,75,20,0,85,1,1,3,1,3,1,2,10,2,9,6,4,35,30,2,6,3,3,3,3,4,3,4,4,3,4,6,5,5,5,6,6,5,3,4,3,4,4,4, , , , , , , , , , , , , , , ,1,4,3,2,2,3,6,5,3,3,4,4,6,4,3,3,3,3
63111,1,201115,3,2,3,4,2, , ,2,3,2,3,2, ,3,2,1,2,2,2,4,6,6,4,1,2,4,2,6,6,2,3,7,5,5,4,4,2,2,4,2,2,3,2,2,2,3,2,1, , , , , , , , , , , , ,5,4,3,4,2,1,3,1,1,-9,-9,2,80,40,0,0,50,1,1,3,2,3,1,2,11,2,9,2,4,40,12,2,8,4,1,3,1,4,4,2,4,1,4,6,5,6,6,5,5,5,2,2,3,2,3,5,6,6,6,6,5,2,3,6,4, , , , , , ,1,4,3,3,4,2,4,4,6,5,6,3,5,5,2,4,6,4
63117,1,201115,2,2,4,4,2, , ,1,4,2,3,2, ,3,1,1,1,1,4,3,-7,5,5,-7,2,7,3,6,6,-7,5,6,5,4,5,4,6,4,6,2,2,2,6,1,4,1,1,1, , , , , , , , , , , , ,6,5,1,3,1,1,2,1,2,-9,-9,3,90,10,50,10,80,1,1,3, , , ,2,12,2,6,3,4,0,0,1,1,3,4,2,4,2,2,2,2,4,2,3,4,5,4,5,5,2,4,5,5,3,3,6, , , , , , , , , , , , , , , ,4,4,1,4,4,3,6,1,7,6,5,1,6,2,3,7,6,6
63120,1,201115,3,-9,4,4,2, , ,2,2,2,3,2, ,2,2,1,2,1,1,6,7,6,7,4,4,7,1,6,6,4,5,7,4,4,4,4,4,3,4,4,6,5,1,1,5,4,4,3, , , , , , , , , , , , ,3,4,1,1,2,1,2,2, ,2,-9,3,85,50,0,0,99,1,1,3,2,4,2,2,12,2,8,3,5,0,15,3,3,2,2,2,1,1,4,2,2,3,2,5,4,6,5,5,5,6,2,5,7,3,4,1, , , , , , , , , , , , , , , ,4,1,1,1,4,2,3,1,1,5,6,1,4,4,6,4,4,7
63268,1,201115,4,3,3,3,2, , ,2,2,2,2,2, ,2,2,1,2,2,1,5,2,5,5,-7,3,4,1,6,4,1,2,6,5,4,4,1,3,4,3,3,3,7,4,4,5,1,1,1, , , , , , , , , , , , ,6,6,1,5,4,1,4,1,1,-9,-9,4,90,10,0,0,50,1,1,3,1,4,1,1,8,5,-9,3,4,40,10,2,6,3,2,2,1,5,5,3,4,2,4,4,1,4,4,4,5,3,4,3,5,5,4,3,7,7,6,7,7,6,4,7,5, , , , , , ,4,3,4,4,1,1,4,2,5,6,4,5,4,3,4,4,3,4
